research_id,relation_direction,binding_kind,content_type,content_id,resolution_status,field_path,source_path,relation_source
research:medical:slime-bioengineering,content-requires-research,requires,SurgicalProcedureSO,procedure:slime-core-stabilization,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_slime-core-stabilization.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:slime-bioengineering,content-requires-research,requires,SurgicalProcedureSO,procedure:slime-membrane-suture,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_slime-membrane-suture.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:slime-bioengineering,content-requires-research,requires,SurgicalProcedureSO,procedure:slime-pseudopod-reshape,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_slime-pseudopod-reshape.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:slime-bioengineering,content-requires-research,requires,SurgicalProcedureSO,procedure:slime-replenishment,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_slime-replenishment.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,research-to-content,unlocks-building,BuildingSO,building:9503,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/medical_surgery.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:surgery,research-to-content,unlocks-building,BuildingSO,building:9504,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/medical_surgery.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:surgery,research-to-content,unlocks-building,BuildingSO,building:9505,resolved-content,references.RefIds.2.data.buildingId,Assets/Resources/SO/Research/Projects/medical_surgery.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,ProductionRecipeSO,recipe:medical:sterile-bandage,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R22_무균_붕대.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,ProductionRecipeSO,recipe:textile:sterile-cloth,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R12_무균_천.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,SurgicalProcedureSO,procedure:amputation,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_amputation.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,SurgicalProcedureSO,procedure:live-organ-extraction,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_live-organ-extraction.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,SurgicalProcedureSO,procedure:orc-combat-heart,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_orc-combat-heart.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,SurgicalProcedureSO,procedure:orc-skeletal-reinforcement,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_orc-skeletal-reinforcement.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:surgery,content-requires-research,requires,SurgicalProcedureSO,procedure:organ-repair,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_organ-repair.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:temporal-stasis,research-to-content,unlocks-building,BuildingSO,building:8872,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/medical_temporal_stasis.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:temporal-stasis,content-requires-research,requires,ProductionRecipeSO,recipe:component:temporal-stasis-seal,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R55_시간_고정_인장.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:temporal-stasis,content-requires-research,requires,SurgicalProcedureSO,procedure:temporal-stasis,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_temporal-stasis.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:trauma-medicine,research-to-content,unlocks-building,BuildingSO,building:8885,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/medical_trauma_medicine.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:trauma-medicine,content-requires-research,requires,ProductionRecipeSO,recipe:medical:trauma-care-kit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R125_트라우마_치료_꾸러미.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:whole-body-regeneration,research-to-content,unlocks-building,BuildingSO,building:8871,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/medical_whole_body_regeneration.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:whole-body-regeneration,content-requires-research,requires,ProductionRecipeSO,recipe:medical:whole-body-regeneration-medium,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R54_전신_재생_배지.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:whole-body-regeneration,content-requires-research,requires,SurgicalProcedureSO,procedure:whole-body-regeneration,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_whole-body-regeneration.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:xenotransplant,research-to-content,unlocks-building,BuildingSO,building:9509,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/medical_xenotransplant.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:xenotransplant,research-to-content,unlocks-building,BuildingSO,building:9510,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/medical_xenotransplant.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:xenotransplant,research-to-content,unlocks-building,BuildingSO,building:9511,resolved-content,references.RefIds.2.data.buildingId,Assets/Resources/SO/Research/Projects/medical_xenotransplant.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:medical:xenotransplant,content-requires-research,requires,SurgicalProcedureSO,procedure:natural-organ-transplant,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_natural-organ-transplant.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:medical:xenotransplant,content-requires-research,requires,SurgicalProcedureSO,procedure:xenograft,resolved-content,requiredResearchId,Assets/Resources/SO/Medical/Procedures/procedure_xenograft.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:advanced,content-requires-research,requires,ProductionRecipeSO,recipe:material:spring-steel,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R77_용수철강.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:advanced,content-requires-research,requires,ProductionRecipeSO,recipe:tool:alloy-crucible,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R42_합금_도가니.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:blacksteel,research-to-content,unlocks-building,BuildingSO,building:1082,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_blacksteel.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:blacksteel,research-to-content,unlocks-building,BuildingSO,building:1622,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_blacksteel.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:blacksteel,content-requires-research,requires,CraftMaterialDefinitionSO,material:blacksteel-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_blacksteel.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:blacksteel,content-requires-research,requires,ProductionRecipeSO,recipe:blacksteel,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_blacksteel.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:blacksteel,content-requires-research,requires,ProductionRecipeSO,recipe:component:blacksteel-defense-plate,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R44_흑강_방어_장갑판.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,research-to-content,unlocks-building,BuildingSO,building:1079,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_iron.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:iron,research-to-content,unlocks-building,BuildingSO,building:1620,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_iron.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,CombatShieldSO,equipment-item:shield:iron,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/S02_IronShield.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:mace,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W04_Mace.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:warhammer,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W11_Warhammer.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,CraftMaterialDefinitionSO,material:iron-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_iron.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,ProductionRecipeSO,recipe:arrow-iron,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_arrow_iron.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,ProductionRecipeSO,recipe:bolt-iron,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_bolt_iron.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,ProductionRecipeSO,recipe:iron-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_iron_ingot.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,ProductionRecipeSO,recipe:iron-slag-block,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_iron_slag_block.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:iron,content-requires-research,requires,ProductionRecipeSO,recipe:material:lead-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R06_납괴.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:precious,research-to-content,unlocks-building,BuildingSO,building:1081,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_precious.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:precious,research-to-content,unlocks-building,BuildingSO,building:1621,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_precious.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:precious,content-requires-research,requires,CraftMaterialDefinitionSO,material:gold-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_gold.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:precious,content-requires-research,requires,ProductionRecipeSO,recipe:gold-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_gold_ingot.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:precious,content-requires-research,requires,ProductionRecipeSO,recipe:gold-leaf,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_gold_leaf.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:precious,content-requires-research,requires,ProductionRecipeSO,recipe:gold-ornament,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_gold_ornament.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:primitive,research-to-content,unlocks-building,BuildingSO,building:1093,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:primitive,research-to-content,unlocks-building,BuildingSO,building:1626,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_primitive.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:primitive,content-requires-research,requires,CraftMaterialDefinitionSO,resource:bone,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_bone.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,research-to-content,unlocks-building,BuildingSO,building:1080,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/metallurgy_steel.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:estoc,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W29_Estoc.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:greatsword,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W13_Greatsword.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:pollaxe,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W30_Pollaxe.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,CraftMaterialDefinitionSO,material:steel-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_steel.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,ProductionRecipeSO,recipe:arrow-steel,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_arrow_steel.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,ProductionRecipeSO,recipe:bolt-steel,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_bolt_steel.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:metallurgy:steel,content-requires-research,requires,ProductionRecipeSO,recipe:steel-ingot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_steel_ingot.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:deep,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:blasting-charge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R20_발파_장약.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:deep,content-requires-research,requires,ProductionRecipeSO,recipe:component:lead-counterweight,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R18_납_균형추.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:deep,content-requires-research,requires,ProductionRecipeSO,recipe:tool:deep-shaft-hoist,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R40_심부_승강기.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:mana,content-requires-research,requires,ProductionRecipeSO,recipe:component:mana-shield-plate,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R19_마나_차폐판.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:mana,content-requires-research,requires,ProductionRecipeSO,recipe:tool:mana-probe,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R27_마나_탐침.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:quarry,research-to-content,unlocks-building,BuildingSO,building:1094,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/mining_quarry.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:mining:quarry,content-requires-research,requires,ProductionRecipeSO,source:quarry,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/source_quarry.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:sorting,research-to-content,unlocks-building,BuildingSO,building:1078,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/mining_sorting.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:mining:stonecutting,research-to-content,unlocks-building,BuildingSO,building:1077,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/mining_stonecutting.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:mining:stonecutting,research-to-content,unlocks-building,BuildingSO,building:1619,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/mining_stonecutting.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:mining:stonecutting,content-requires-research,requires,CraftMaterialDefinitionSO,material:stone-block,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_stone.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:stonecutting,content-requires-research,requires,ProductionRecipeSO,recipe:stone-block,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_stone_block.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:stonecutting,content-requires-research,requires,ProductionRecipeSO,recipe:stone-ornament,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_stone_ornament.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:surface,content-requires-research,requires,ProductionRecipeSO,recipe:resource:lead-ore,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R03_납광석.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:surface,content-requires-research,requires,ProductionRecipeSO,recipe:resource:sulfur,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R02_황.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:surface,content-requires-research,requires,ProductionRecipeSO,recipe:tool:prospecting-kit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R41_탐광_키트.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:mining:surface,content-requires-research,requires,ProductionRecipeSO,source:saltstone,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/source_saltstone.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:advanced,content-requires-research,requires,ProductionRecipeSO,recipe:advanced-medicine,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_advanced_medicine.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:advanced,content-requires-research,requires,ProductionRecipeSO,recipe:antidote,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_antidote.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:anesthesia,content-requires-research,requires,CropDefinitionSO,crop:dreamleaf,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/crop_dreamleaf.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:anesthesia,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:tranquilizer-dart,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R134_진정_다트.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:anesthesia,content-requires-research,requires,ProductionRecipeSO,recipe:anesthetic,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_anesthetic.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:anesthesia,content-requires-research,requires,ProductionRecipeSO,recipe:dreamleaf-analgesic,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_dreamleaf_analgesic.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:anesthesia,content-requires-research,requires,ProductionRecipeSO,recipe:medical-vial,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_medical_vial.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:antiseptic,research-to-content,unlocks-building,BuildingSO,building:1090,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/pharmacology_antiseptic.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:pharmacology:antiseptic,research-to-content,unlocks-building,BuildingSO,building:1624,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/pharmacology_antiseptic.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:pharmacology:antiseptic,content-requires-research,requires,ProductionRecipeSO,recipe:antiseptic,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_antiseptic.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:antiseptic,content-requires-research,requires,ProductionRecipeSO,recipe:resin-balm,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_resin_balm.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:distillation,research-to-content,unlocks-building,BuildingSO,building:1086,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/pharmacology_distillation.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:pharmacology:distillation,content-requires-research,requires,ProductionRecipeSO,recipe:hallucinogenic-distillate,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_hallucinogenic_distillate.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:distillation,content-requires-research,requires,ProductionRecipeSO,recipe:solvent,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_solvent.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:distillation,content-requires-research,requires,ProductionRecipeSO,recipe:standard-medicine,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_standard_medicine.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:distillation,content-requires-research,requires,ProductionRecipeSO,recipe:vitality-tonic,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_vitality_tonic.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:herbalism,research-to-content,unlocks-building,BuildingSO,building:1033,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/pharmacology_herbalism.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:pharmacology:herbalism,content-requires-research,requires,CropDefinitionSO,crop:bloodleaf,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/crop_bloodleaf.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:herbalism,content-requires-research,requires,CropDefinitionSO,crop:moonflower,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Crops/crop_moonflower.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:herbalism,content-requires-research,requires,ProductionRecipeSO,recipe:herbal-poultice,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_herbal_poultice.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:herbalism,content-requires-research,requires,ProductionRecipeSO,recipe:moonflower-tea,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_moonflower_tea.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:stimulants,content-requires-research,requires,ProductionRecipeSO,recipe:blood-stimulant,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_blood_stimulant.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:pharmacology:stimulants,content-requires-research,requires,ProductionRecipeSO,recipe:mana-awakener,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_mana_awakener.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:plumbing:basics,research-to-content,unlocks-building,BuildingSO,building:9802,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_basics.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:basics,research-to-content,unlocks-building,BuildingSO,building:9816,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_basics.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:basics,research-to-content,unlocks-building,BuildingSO,building:9817,resolved-content,references.RefIds.3.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_basics.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:basics,research-to-content,unlocks-building,BuildingSO,building:9819,resolved-content,references.RefIds.2.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_basics.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:reuse,research-to-content,unlocks-building,BuildingSO,building:9821,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_reuse.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:reuse,content-requires-research,requires,ProductionRecipeSO,recipe:component:reclaimed-water-filter,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R113_재생수_필터_카트리지.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:plumbing:rune-purification,research-to-content,unlocks-building,BuildingSO,building:9822,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_rune_purification.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:rune-purification,content-requires-research,requires,ProductionRecipeSO,recipe:component:rune-purification-crystal,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R114_룬_정화_결정.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:plumbing:sewer,research-to-content,unlocks-building,BuildingSO,building:9803,resolved-content,references.RefIds.3.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_sewer.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:sewer,research-to-content,unlocks-building,BuildingSO,building:9818,resolved-content,references.RefIds.2.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_sewer.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:sewer,research-to-content,unlocks-building,BuildingSO,building:9820,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_sewer.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:plumbing:sewer,research-to-content,unlocks-building,BuildingSO,building:9823,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/plumbing_sewer.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:service-automation,research-to-content,unlocks-building,BuildingSO,building:1704,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/service_automation.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:service-automation,research-to-content,unlocks-building,BuildingSO,building:1705,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/service_automation.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:service-automation,research-to-content,unlocks-building,BuildingSO,building:1706,resolved-content,references.RefIds.2.data.buildingId,Assets/Resources/SO/Research/Projects/service_automation.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:service-automation,research-to-content,unlocks-building,BuildingSO,building:1707,resolved-content,references.RefIds.3.data.buildingId,Assets/Resources/SO/Research/Projects/service_automation.asset,docs_final/content-db/relations/research-effects/research-project.csv
