"recipe_id","flow_role","solid_inputs","outputs","direct_wu","processing_hours","clean_water_kg","wastewater_kg","expected_output_units","output_mass_g","output_market_gold","transform_residual_g","final_value_source","throughput_formula","price_formula","static_status"
"recipe:slime-warming-pad","Transform","material:cloth×1 | resource:dark-resin×1","equipment:slime-warming-pad×1@1","14","0","0","0","1","300","22","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:soap","Transform","material:tallow×1 | resource:dark-resin×1","craft:soap×2@1","46","0","0","0","2","500","38","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:solvent","Transform","resource:dark-resin×2 | resource:coal×1 | resource:cave-mushroom×1","material:alchemical-solvent×1@1","24","0","0","0","1","300","39","1150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:standard-medicine","Transform","resource:cave-mushroom×1 | resource:moonflower×1 | material:alchemical-solvent×1","medicine:standard×2@1","52","0","0","0","2","600","70","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:starch","Transform","resource:twilight-grain×2","material:starch×2@1","10","0","0","0","2","500","10","200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:steel-ingot","Transform","material:iron-ingot×2 | material:charcoal×2","material:steel-ingot×1@1","46","0","0","0","1","850","115","1850","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:stone-block","Transform","resource:stone×3","material:stone-block×2@1","10","0","0","0","2","2600","12","2200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:stone-ornament","Transform","material:stone-block×2 | resource:stone×1","craft:stone-ornament×1@1","12","0","0","0","1","1600","19","2600","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:stuffed-mushroom","Transform","material:seasoned-filling×1 | resource:cave-mushroom×2","food:stuffed-mushroom×2@1","22","0","0","0","2","1150","28","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:alliance-signal-kit","Transform","material:cloth×2 | material:granulated-powder×1","supply:alliance-signal-kit×1@1","30","0","0","0","1","1150","39","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:botanical-pesticide","Transform","material:rot-toxin×1 | material:alcohol×1 | resource:clean-water×4","supply:botanical-pesticide×2@1","40","0","0","0","2","2300","58","400","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:certified-seed-kit","Transform","material:paper×2 | material:cloth×2","supply:certified-seed-kit×2@1","46","0","0","0","2","2200","36","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:defense-mixed-ammo-box","Transform","material:lead-shot×8 | material:granulated-powder×2 | material:cartridge-paper×2","supply:defense-mixed-ammo-box×1@1","34","0","0","0","1","3400","118","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:funeral-preparation-kit","Transform","material:cloth×2 | material:paper×1 | resource:rune-dust×1","supply:funeral-preparation-kit×1@1","32","0","0","0","1","1200","49","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:fungicide","Transform","medicine:antiseptic×2 | material:charcoal×1 | resource:clean-water×3","supply:fungicide×2@1","40","0","0","0","2","2300","42","210","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:greenhouse-nutrient","Transform","supply:nitrate-fertilizer×3 | resource:clean-water×3","supply:greenhouse-nutrient×4@1","68","0","0","0","4","4400","48","400","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:inoculated-log","Transform","material:treated-lumber×1 | resource:cave-mushroom×1","supply:inoculated-log×2@1","22","0","0","0","2","1400","26","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:mushroom-substrate","Transform","material:compost×3 | resource:cave-mushroom×1","supply:mushroom-substrate×2@1","18","0","0","0","2","2200","22","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:nitrate-fertilizer","Transform","material:niter×1 | material:compost×2 | resource:manure×2","supply:nitrate-fertilizer×4@1","60","0","0","0","4","4400","60","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:performance-prop-box","Transform","material:lumber×2 | material:cloth×2","supply:performance-prop-box×1@1","16","0","0","0","1","1950","30","850","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:supply:pest-lure","Transform","resource:dark-resin×4 | resource:meat×1 | material:paper×1","supply:pest-lure×2@1","40","0","0","0","2","2300","38","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:surgery:artificial-eye","Transform","material:steel-ingot×1 | resource:mana-crystal×1 | medicine:advanced×1","surgery:prosthetic:eye:left×1@1","36","0","0","0","1","1800","548","900","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:surgery:prosthetic-arm","Transform","material:steel-ingot×2 | material:lumber×1 | material:cloth×1","surgery:prosthetic:arm:left×1@1","32","0","0","0","1","1800","260","1300","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:surgery:prosthetic-leg","Transform","material:steel-ingot×3 | material:lumber×1 | material:leather×1","surgery:prosthetic:leg:left×1@1","32","0","0","0","1","1800","381","2400","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:syrup","Transform","resource:night-grape×3","material:syrup×2@1","14","0","0","0","2","700","16","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tallow","Transform","resource:fat×2","material:tallow×1@1","8","0","0","0","1","350","9","550","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:textile:insulating-cloth","Transform","material:cloth×5 | material:leather×2","textile:insulating-cloth×2@1","22","0","0","0","2","1900","34","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:textile:quilted-liner","Transform","material:cloth×3 | resource:wool×1","textile:quilted-liner×1@1","14","0","0","0","1","950","21","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:textile:sterile-cloth","Transform","material:cloth×5 | resource:saltstone×1 | resource:clean-water×1","textile:sterile-cloth×2@1","26","0","0","0","2","2000","32","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:administrative-seal","Transform","material:iron-ingot×1 | material:paper×1 | resource:dark-resin×3","tool:administrative-seal×1@1","30","0","0","0","1","2350","64","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:alloy-crucible","Transform","material:stone-block×2 | material:steel-ingot×1","tool:alloy-crucible×1@1","32","0","0","0","1","2350","143","1100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:banquet-cart","Transform","material:laminated-lumber×2 | component:machine-parts×1","tool:banquet-cart×1@1","16","0","0","0","1","3150","147","2150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:deep-shaft-hoist","Transform","material:rope×2 | component:lead-counterweight×1 | component:machine-parts×1","tool:deep-shaft-hoist×1@1","24","0","0","0","1","2400","177","3600","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:field-repair-kit","Transform","component:machine-parts×1 | material:cloth×2","tool:field-repair-kit×1@1","20","0","0","0","1","2500","108","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:hauling-harness","Transform","material:leather×2 | material:rope×1","tool:hauling-harness×1@1","16","0","0","0","1","1150","19","650","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:inspection-gauge","Transform","component:precision-parts×1 | material:spring-steel×1","tool:inspection-gauge×1@1","32","0","0","0","1","2350","443","1950","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:maintenance-kit","Transform","component:machine-parts×1 | material:cloth×2","tool:maintenance-kit×1@1","20","0","0","0","1","2350","108","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:mana-probe","Transform","component:precision-parts×1 | component:mana-shield-plate×1","tool:mana-probe×1@1","34","0","0","0","1","1200","364","3300","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:powered-tool-head","Transform","component:machine-parts×1 | material:steel-ingot×1","tool:powered-tool-head×1@1","48","0","0","0","1","2350","231","600","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:precision-gauge","Transform","component:precision-parts×1 | component:engineering-drawing×1","tool:precision-gauge×1@1","32","0","0","0","1","2350","332","700","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:prisoner-work-kit","Transform","material:iron-ingot×1 | material:lumber×1 | resource:dark-resin×2","tool:prisoner-work-kit×1@1","20","0","0","0","1","2350","56","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:prospecting-kit","Transform","material:rope×1 | material:treated-lumber×1 | resource:dark-resin×2","tool:prospecting-kit×1@1","30","0","0","0","1","2350","35","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:reinforced-restraint","Transform","material:hardened-leather×1 | material:chain-mesh×1","tool:reinforced-restraint×1@1","20","0","0","0","1","2500","78","550","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:rune-identification-lens","Transform","component:precision-optics×1 | resource:rune-dust×1","tool:rune-identification-lens×1@1","34","0","0","0","1","1200","361","1200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:watch-signal-horn","Transform","material:iron-ingot×2 | material:leather×1 | resource:rune-dust×2","tool:watch-signal-horn×1@1","30","0","0","0","1","2350","65","0","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:tool:weather-observation-kit","Transform","component:precision-optics×1 | material:treated-lumber×1","tool:weather-observation-kit×1@1","32","0","0","0","1","2350","362","1150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:trail-charm","Transform","resource:rune-dust×1 | resource:fang×1","resource:trail-charm×1@1","30","0","0","0","1","100","29","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:treated-lumber","Transform","material:lumber×2 | resource:dark-resin×1","material:treated-lumber×2@1","22","0","0","0","2","2300","28","300","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:twilight-beer","Transform","material:fermented-liquor×2","food:twilight-beer×2@1","35","12","0","0","2","950","42","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:apron","Transform","material:cloth×2 | material:sewing-thread×1","apparel:apron×1@1","12","0","0","0","1","420","19","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:belt","Transform","material:cloth×2","apparel:belt×1@1","12","0","0","0","1","200","19","200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:blouse","Transform","material:cloth×2","apparel:blouse×1@1","12","0","0","0","1","380","19","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:boots","Transform","material:cloth×3 | material:sewing-thread×2","apparel:boots×1@1","12","0","0","0","1","650","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:ceremonial-dress","Transform","material:cloth×5 | material:sewing-thread×2","apparel:ceremonial-dress×1@1","12","0","0","0","1","1050","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:chest-wrap","Transform","material:cloth×2","apparel:chest-wrap×1@1","12","0","0","0","1","150","19","250","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:cloak","Transform","material:cloth×3 | material:sewing-thread×3","apparel:cloak×1@1","12","0","0","0","1","720","19","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:cold-work-suit","Transform","material:cloth×4 | material:sewing-thread×3","equipment:cold-work-suit×1@1","12","0","0","0","1","900","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:contract-sash","Transform","material:cloth×2","apparel:contract-sash×1@1","12","0","0","0","1","150","19","250","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:daily-robe","Transform","material:cloth×4 | material:sewing-thread×2","apparel:daily-robe×1@1","12","0","0","0","1","850","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:envoy-coat","Transform","material:cloth×4 | material:sewing-thread×3","apparel:envoy-coat×1@1","12","0","0","0","1","900","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:farmer-workwear","Transform","material:cloth×5 | material:sewing-thread×1","apparel:farmer-workwear×1@1","12","0","0","0","1","1000","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:festival-vest","Transform","material:cloth×2 | material:sewing-thread×2","apparel:festival-vest×1@1","12","0","0","0","1","480","19","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:footwraps","Transform","material:cloth×2","apparel:footwraps×1@1","12","0","0","0","1","100","19","300","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:formal-coat","Transform","material:cloth×4 | material:sewing-thread×1","apparel:formal-coat×1@1","12","0","0","0","1","820","25","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:gloves","Transform","material:cloth×2","apparel:gloves×1@1","12","0","0","0","1","250","19","150","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:golem-functional-lining","Transform","material:cloth×3 | material:sewing-thread×3","apparel:golem-functional-lining×1@1","12","0","0","0","1","700","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:hat","Transform","material:cloth×2","apparel:hat×1@1","12","0","0","0","1","200","19","200","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:hauling-harness","Transform","material:cloth×5 | material:sewing-thread×4","tool:hauling-harness×1@1","12","0","0","0","1","1150","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:heat-work-suit","Transform","material:cloth×6 | material:sewing-thread×4","apparel:heat-work-suit×1@1","12","0","0","0","1","1350","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:hooded-robe","Transform","material:cloth×5 | material:sewing-thread×1","apparel:hooded-robe×1@1","12","0","0","0","1","1000","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:horn-ring","Transform","material:cloth×1","apparel:horn-ring×1@1","12","0","0","0","1","100","13","100","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:keeper-coat","Transform","material:cloth×5 | material:sewing-thread×4","apparel:keeper-coat×1@1","12","0","0","0","1","1150","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:loincloth-underwear","Transform","material:cloth×2","apparel:loincloth-underwear×1@1","12","0","0","0","1","160","19","240","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:long-underpants","Transform","material:cloth×2","apparel:long-underpants×1@1","12","0","0","0","1","350","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:lower-underwear","Transform","material:cloth×2","apparel:lower-underwear×1@1","12","0","0","0","1","180","19","220","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:miner-workwear","Transform","material:cloth×6 | material:sewing-thread×2","apparel:miner-workwear×1@1","12","0","0","0","1","1250","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:mourning-clothes","Transform","material:cloth×4 | material:sewing-thread×2","apparel:mourning-clothes×1@1","12","0","0","0","1","850","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:raincoat","Transform","material:cloth×5 | material:sewing-thread×3","apparel:raincoat×1@1","12","0","0","0","1","1100","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:ritual-robe","Transform","material:cloth×4 | material:sewing-thread×4","apparel:ritual-robe×1@1","12","0","0","0","1","950","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:rune-cold-suit","Transform","material:cloth×4 | material:sewing-thread×1","equipment:rune-cold-suit×1@1","12","0","0","0","1","800","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:scarf","Transform","material:cloth×2","apparel:scarf×1@1","12","0","0","0","1","180","19","220","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:shorts","Transform","material:cloth×2","apparel:shorts×1@1","12","0","0","0","1","320","19","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:skirt","Transform","material:cloth×2 | material:sewing-thread×1","apparel:skirt×1@1","12","0","0","0","1","420","19","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:sky-chorus-shawl","Transform","material:cloth×2","apparel:sky-chorus-shawl×1@1","12","0","0","0","1","220","19","180","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:sleep-bottom","Transform","material:cloth×2","apparel:sleep-bottom×1@1","12","0","0","0","1","320","19","80","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:sleep-top","Transform","material:cloth×2","apparel:sleep-top×1@1","12","0","0","0","1","350","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:slime-warming-pad","Transform","material:cloth×3","equipment:slime-warming-pad×1@1","12","0","0","0","1","300","22","300","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:smith-apron","Transform","material:cloth×4 | material:sewing-thread×3","apparel:smith-apron×1@1","12","0","0","0","1","900","25","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:smoke-protection-hood","Transform","material:cloth×3","apparel:smoke-protection-hood×1@1","12","0","0","0","1","380","25","220","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:socks","Transform","material:cloth×2","apparel:socks×1@1","12","0","0","0","1","120","19","280","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:spore-garden-cloak","Transform","material:cloth×3 | material:sewing-thread×4","apparel:spore-garden-cloak×1@1","12","0","0","0","1","780","25","20","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:spore-protection-hood","Transform","material:cloth×3","apparel:spore-protection-hood×1@1","12","0","0","0","1","350","25","250","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:sterile-gown","Transform","material:cloth×2 | material:sewing-thread×3","apparel:sterile-gown×1@1","12","0","0","0","1","520","19","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:surgical-apron","Transform","material:cloth×3 | material:sewing-thread×1","apparel:surgical-apron×1@1","12","0","0","0","1","620","25","30","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:tail-guard","Transform","material:cloth×2","apparel:tail-guard×1@1","12","0","0","0","1","350","19","50","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
"recipe:v22:apparel:tail-ribbon","Transform","material:cloth×2","apparel:tail-ribbon×1@1","12","0","0","0","1","80","19","320","serialized ItemDefinition/ProductionRecipe assets + production-recipe-contract.csv","effective-WU-per-day / direct-WU × available lanes","expected output units × authored unit price","mass-closed"
