schemaVersion,stableId,definitionKind,unitSemantic,authoringFamily,beforeUnitGrams,proposedUnitGrams,massFormula,producerIds,consumerIds,recipeInputAndOutputGrams,packageTareDisposition,maxStackMass,warehouseAndBufferImpact,ordinaryHaulBatch,ewuAndPriceImpact,sourceDigest,proposalReason,reviewDisposition
v27.mass.family-proposal.3,material:black-powder,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 manufactured-material lot,OtherExplicitPhysicalUnit/RecipeMassBalance,2200,2200,recipe-mass-balance(mass:semantic-authority:material:black-powder:v1),recipe:material:black-powder,recipe:ammo:blasting-charge|recipe:ammo:paper-cartridge|recipe:ammo:trap-canister|recipe:material:granulated-powder,recipe:ammo:blasting-charge:input:0:qty=2:before=4400g:proposed=4400g|recipe:ammo:paper-cartridge:input:1:qty=1:before=2200g:proposed=2200g|recipe:ammo:trap-canister:input:1:qty=1:before=2200g:proposed=2200g|recipe:material:black-powder:output:output:main:role=Main:qty=6:probability=1:before=13200g:proposed=13200g|recipe:material:granulated-powder:input:0:qty=2:before=4400g:proposed=4400g,BulkInfrastructureNotInUnit:0g:none,units=50;before=110000g;proposed=110000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=3-5;grams=6600-11000g,OPEN:not-captured;authoredUnitPrice=13;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:black-powder:v1; unit=1 manufactured-material lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:blacksteel-ingot,ItemDefinitionSO,MetalIngot:1 standardized metal ingot,MetalIngot/RecipeMassBalance,1000,1000,recipe-mass-balance(mass:semantic-authority:material:blacksteel-ingot:v1),recipe:blacksteel,recipe:ammo:blacksteel-bolt|recipe:component:blacksteel-defense-plate|recipe:component:powered-armor-joint,recipe:ammo:blacksteel-bolt:input:0:qty=1:before=1000g:proposed=1000g|recipe:blacksteel:output:output:recipe:blacksteel/000/main/material:blacksteel-ingot:role=Main:qty=1:probability=1:before=1000g:proposed=1000g|recipe:component:blacksteel-defense-plate:input:0:qty=1:before=1000g:proposed=1000g|recipe:component:powered-armor-joint:input:0:qty=1:before=1000g:proposed=1000g,None:0g:none,units=25;before=25000g;proposed=25000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=6-11;grams=6000-11000g,OPEN:not-captured;authoredUnitPrice=609;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:blacksteel-ingot:v1; unit=1 standardized metal ingot; haul=Ordinary; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,material:bowstring,ItemDefinitionSO,TextileRollOrSheet:1 small textile component,TextileRollOrSheet/RecipeMassBalance,80,80,recipe-mass-balance(mass:semantic-authority:material:bowstring:v1),recipe:bowstring-fiber|recipe:bowstring-sinew,,recipe:bowstring-fiber:output:output:recipe:bowstring-fiber/000/main/material:bowstring:role=Main:qty=1:probability=1:before=80g:proposed=80g|recipe:bowstring-sinew:output:output:recipe:bowstring-sinew/000/main/material:bowstring:role=Main:qty=1:probability=1:before=80g:proposed=80g,BulkInfrastructureNotInUnit:0g:none,units=50;before=4000g;proposed=4000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=13-50;grams=1040-4000g,OPEN:not-captured;authoredUnitPrice=9;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:bowstring:v1; unit=1 small textile component; haul=MicroUrgent; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:brined-vegetable,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 brined-vegetable portion,OtherExplicitPhysicalUnit/RecipeMassBalance,500,500,recipe-mass-balance(mass:recipe:brined-vegetable:v1),recipe:brined-vegetable,recipe:fermented-pickle|recipe:preserved-vegetable,recipe:brined-vegetable:output:output:recipe:brined-vegetable/000/main/material:brined-vegetable:role=Main:qty=2:probability=1:before=1000g:proposed=1000g|recipe:fermented-pickle:input:0:qty=2:before=1000g:proposed=1000g|recipe:preserved-vegetable:input:0:qty=1:before=500g:proposed=500g,BulkInfrastructureNotInUnit:0g:none,units=50;before=25000g;proposed=25000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-12;grams=1000-6000g,OPEN:not-captured;authoredUnitPrice=20;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:recipe:brined-vegetable:v1; unit=1 brined-vegetable portion; haul=MicroUrgent; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:cartridge-paper,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 manufactured-material lot,OtherExplicitPhysicalUnit/RecipeMassBalance,325,325,recipe-mass-balance(mass:semantic-authority:material:cartridge-paper:v1),recipe:material:cartridge-paper,recipe:ammo:armor-piercing-cartridge|recipe:ammo:rune-cartridge|recipe:ammo:scatter-cartridge|recipe:ammo:signal-flare|recipe:ammo:smoke-cartridge|recipe:supply:defense-mixed-ammo-box,recipe:ammo:armor-piercing-cartridge:input:2:qty=1:before=325g:proposed=325g|recipe:ammo:rune-cartridge:input:2:qty=1:before=325g:proposed=325g|recipe:ammo:scatter-cartridge:input:2:qty=1:before=325g:proposed=325g|recipe:ammo:signal-flare:input:1:qty=1:before=325g:proposed=325g|recipe:ammo:smoke-cartridge:input:1:qty=1:before=325g:proposed=325g|recipe:material:cartridge-paper:output:output:main:role=Main:qty=6:probability=1:before=1950g:proposed=1950g|recipe:supply:defense-mixed-ammo-box:input:2:qty=2:before=650g:proposed=650g,BulkInfrastructureNotInUnit:0g:none,units=36;before=11700g;proposed=11700g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=19-33;grams=6175-10725g,OPEN:not-captured;authoredUnitPrice=11;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:cartridge-paper:v1; unit=1 manufactured-material lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:cave-silk,ItemDefinitionSO,TextileRollOrSheet:1 processed textile or leather lot,TextileRollOrSheet/RecipeMassBalance,110,110,recipe-mass-balance(mass:semantic-authority:material:cave-silk:v1),recipe:v22:weave:cave-silk,,recipe:v22:weave:cave-silk:output:output:recipe:v22:weave:cave-silk/000/main/material:cave-silk:role=Main:qty=2:probability=1:before=220g:proposed=220g,BulkInfrastructureNotInUnit:0g:none,units=100;before=11000g;proposed=11000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=55-100;grams=6050-11000g,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:cave-silk:v1; unit=1 processed textile or leather lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:chain-mesh,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 manufactured-material lot,OtherExplicitPhysicalUnit/RecipeMassBalance,2100,2100,recipe-mass-balance(mass:semantic-authority:material:chain-mesh:v1),recipe:material:chain-mesh,recipe:tool:reinforced-restraint,recipe:material:chain-mesh:output:output:main:role=Main:qty=2:probability=1:before=4200g:proposed=4200g|recipe:tool:reinforced-restraint:input:1:qty=1:before=2100g:proposed=2100g,BulkInfrastructureNotInUnit:0g:none,units=50;before=105000g;proposed=105000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=3-5;grams=6300-10500g,OPEN:not-captured;authoredUnitPrice=48;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:chain-mesh:v1; unit=1 manufactured-material lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:charcoal,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 processed organic or fuel lot,OtherExplicitPhysicalUnit/RecipeMassBalance,450,450,recipe-mass-balance(mass:semantic-authority:material:charcoal:v1),recipe:charcoal,recipe:blacksteel|recipe:book:seasonal-almanac|recipe:component:engineering-drawing|recipe:component:reclaimed-water-filter|recipe:material:black-powder|recipe:material:lead-ingot|recipe:material:spring-steel|recipe:steel-ingot|recipe:supply:fungicide,recipe:blacksteel:input:2:qty=1:before=450g:proposed=450g|recipe:book:seasonal-almanac:input:1:qty=1:before=450g:proposed=450g|recipe:charcoal:output:output:recipe:charcoal/000/main/material:charcoal:role=Main:qty=2:probability=1:before=900g:proposed=900g|recipe:component:engineering-drawing:input:1:qty=1:before=450g:proposed=450g|recipe:component:reclaimed-water-filter:input:1:qty=1:before=450g:proposed=450g|recipe:material:black-powder:input:0:qty=2:before=900g:proposed=900g|recipe:material:lead-ingot:input:1:qty=1:before=450g:proposed=450g|recipe:material:spring-steel:input:1:qty=1:before=450g:proposed=450g|recipe:steel-ingot:input:1:qty=2:before=900g:proposed=900g|recipe:supply:fungicide:input:1:qty=1:before=450g:proposed=450g,BulkInfrastructureNotInUnit:0g:none,units=75;before=33750g;proposed=33750g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=14-24;grams=6300-10800g,OPEN:not-captured;authoredUnitPrice=7;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:charcoal:v1; unit=1 processed organic or fuel lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:cheese,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 aged cheese portion,OtherExplicitPhysicalUnit/RecipeMassBalance,400,400,recipe-mass-balance(mass:recipe:cheese:v1),recipe:cheese,recipe:cheese-mushroom|recipe:lavish-meat,recipe:cheese-mushroom:input:0:qty=1:before=400g:proposed=400g|recipe:cheese:output:output:recipe:cheese/000/main/material:cheese:role=Main:qty=2:probability=1:before=800g:proposed=800g|recipe:lavish-meat:input:1:qty=1:before=400g:proposed=400g,None:0g:none,units=50;before=20000g;proposed=20000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=3-15;grams=1200-6000g,OPEN:not-captured;authoredUnitPrice=21;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:recipe:cheese:v1; unit=1 aged cheese portion; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,material:cloth,ItemDefinitionSO,TextileRollOrSheet:1 processed textile or leather lot,TextileRollOrSheet/RecipeMassBalance,200,200,recipe-mass-balance(mass:semantic-authority:material:cloth:v1),recipe:cloth|recipe:v22:weave:shade-cloth|recipe:wool-cloth,recipe:cold-work-suit|recipe:component:room-partition-kit|recipe:component:rune-leather-lining|recipe:dreamweave|recipe:material:sterile-composite|recipe:slime-warming-pad|recipe:supply:alliance-signal-kit|recipe:supply:certified-seed-kit|recipe:supply:funeral-preparation-kit|recipe:supply:performance-prop-box|recipe:surgery:prosthetic-arm|recipe:textile:insulating-cloth|recipe:textile:quilted-liner|recipe:textile:sterile-cloth|recipe:tool:field-repair-kit|recipe:tool:maintenance-kit|recipe:v22:apparel:apron|recipe:v22:apparel:belt|recipe:v22:apparel:blouse|recipe:v22:apparel:boots|recipe:v22:apparel:ceremonial-dress|recipe:v22:apparel:chest-wrap|recipe:v22:apparel:cloak|recipe:v22:apparel:cold-work-suit|recipe:v22:apparel:contract-sash|recipe:v22:apparel:daily-robe|recipe:v22:apparel:envoy-coat|recipe:v22:apparel:farmer-workwear|recipe:v22:apparel:festival-vest|recipe:v22:apparel:footwraps|recipe:v22:apparel:formal-coat|recipe:v22:apparel:gloves|recipe:v22:apparel:golem-functional-lining|recipe:v22:apparel:hat|recipe:v22:apparel:hauling-harness|recipe:v22:apparel:heat-work-suit|recipe:v22:apparel:hooded-robe|recipe:v22:apparel:horn-ring|recipe:v22:apparel:keeper-coat|recipe:v22:apparel:loincloth-underwear|recipe:v22:apparel:long-underpants|recipe:v22:apparel:lower-underwear|recipe:v22:apparel:miner-workwear|recipe:v22:apparel:mourning-clothes|recipe:v22:apparel:raincoat|recipe:v22:apparel:ritual-robe|recipe:v22:apparel:rune-cold-suit|recipe:v22:apparel:scarf|recipe:v22:apparel:shorts|recipe:v22:apparel:skirt|recipe:v22:apparel:sky-chorus-shawl|recipe:v22:apparel:sleep-bottom|recipe:v22:apparel:sleep-top|recipe:v22:apparel:slime-warming-pad|recipe:v22:apparel:smith-apron|recipe:v22:apparel:smoke-protection-hood|recipe:v22:apparel:socks|recipe:v22:apparel:spore-garden-cloak|recipe:v22:apparel:spore-protection-hood|recipe:v22:apparel:sterile-gown|recipe:v22:apparel:surgical-apron|recipe:v22:apparel:tail-guard|recipe:v22:apparel:tail-ribbon|recipe:v22:apparel:trousers|recipe:v22:apparel:tunic|recipe:v22:apparel:undershirt|recipe:v22:apparel:vest|recipe:v22:apparel:waterproof-work-suit|recipe:v22:apparel:weapon-vigil-cloak|recipe:v22:apparel:wing-cloak|recipe:v22:apparel:wing-harness|recipe:v22:apparel:work-shirt|recipe:v22:mending-scrap,recipe:cloth:output:output:recipe:cloth/000/main/material:cloth:role=Main:qty=2:probability=1:before=400g:proposed=400g|recipe:cold-work-suit:input:0:qty=2:before=400g:proposed=400g|recipe:component:room-partition-kit:input:1:qty=2:before=400g:proposed=400g|recipe:component:rune-leather-lining:input:1:qty=1:before=200g:proposed=200g|recipe:dreamweave:input:0:qty=2:before=400g:proposed=400g|recipe:material:sterile-composite:input:0:qty=2:before=400g:proposed=400g|recipe:slime-warming-pad:input:0:qty=1:before=200g:proposed=200g|recipe:supply:alliance-signal-kit:input:0:qty=2:before=400g:proposed=400g|recipe:supply:certified-seed-kit:input:1:qty=1:before=200g:proposed=200g|recipe:supply:funeral-preparation-kit:input:0:qty=2:before=400g:proposed=400g|recipe:supply:performance-prop-box:input:1:qty=2:before=400g:proposed=400g|recipe:surgery:prosthetic-arm:input:2:qty=1:before=200g:proposed=200g|recipe:textile:insulating-cloth:input:0:qty=2:before=400g:proposed=400g|recipe:textile:quilted-liner:input:0:qty=2:before=400g:proposed=400g|recipe:textile:sterile-cloth:input:0:qty=2:before=400g:proposed=400g|recipe:tool:field-repair-kit:input:1:qty=1:before=200g:proposed=200g|recipe:tool:maintenance-kit:input:1:qty=1:before=200g:proposed=200g|recipe:v22:apparel:apron:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:belt:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:blouse:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:boots:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:ceremonial-dress:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:chest-wrap:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:cloak:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:cold-work-suit:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:contract-sash:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:daily-robe:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:envoy-coat:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:farmer-workwear:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:festival-vest:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:footwraps:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:formal-coat:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:gloves:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:golem-functional-lining:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:hat:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:hauling-harness:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:heat-work-suit:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:hooded-robe:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:horn-ring:input:0:qty=1:before=200g:proposed=200g|recipe:v22:apparel:keeper-coat:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:loincloth-underwear:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:long-underpants:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:lower-underwear:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:miner-workwear:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:mourning-clothes:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:raincoat:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:ritual-robe:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:rune-cold-suit:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:scarf:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:shorts:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:skirt:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:sky-chorus-shawl:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:sleep-bottom:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:sleep-top:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:slime-warming-pad:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:smith-apron:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:smoke-protection-hood:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:socks:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:spore-garden-cloak:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:spore-protection-hood:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:sterile-gown:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:surgical-apron:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:tail-guard:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:tail-ribbon:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:trousers:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:tunic:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:undershirt:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:vest:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:waterproof-work-suit:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:weapon-vigil-cloak:input:0:qty=3:before=600g:proposed=600g|recipe:v22:apparel:wing-cloak:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:wing-harness:input:0:qty=2:before=400g:proposed=400g|recipe:v22:apparel:work-shirt:input:0:qty=2:before=400g:proposed=400g|recipe:v22:mending-scrap:input:0:qty=1:before=200g:proposed=200g|recipe:v22:weave:shade-cloth:output:output:recipe:v22:weave:shade-cloth/000/main/material:cloth:role=Main:qty=2:probability=1:before=400g:proposed=400g|recipe:wool-cloth:output:output:recipe:wool-cloth/000/main/material:cloth:role=Main:qty=2:probability=1:before=400g:proposed=400g,BulkInfrastructureNotInUnit:0g:none,units=75;before=15000g;proposed=15000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=30-55;grams=6000-11000g,OPEN:not-captured;authoredUnitPrice=6;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:cloth:v1; unit=1 processed textile or leather lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:common-wool,ItemDefinitionSO,TextileRollOrSheet:1 processed textile or leather lot,TextileRollOrSheet/RecipeMassBalance,240,240,recipe-mass-balance(mass:semantic-authority:material:common-wool:v1),recipe:v22:weave:common-wool,,recipe:v22:weave:common-wool:output:output:recipe:v22:weave:common-wool/000/main/material:common-wool:role=Main:qty=2:probability=1:before=480g:proposed=480g,BulkInfrastructureNotInUnit:0g:none,units=100;before=24000g;proposed=24000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=25-45;grams=6000-10800g,OPEN:not-captured;authoredUnitPrice=13;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:common-wool:v1; unit=1 processed textile or leather lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:compost,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 processed organic or fuel lot,OtherExplicitPhysicalUnit/RecipeMassBalance,700,700,recipe-mass-balance(mass:semantic-authority:material:compost:v1),recipe:compost-animal|recipe:compost-manure|recipe:compost-mixed|recipe:compost-plant,recipe:supply:mushroom-substrate|recipe:supply:nitrate-fertilizer,recipe:compost-animal:output:output:recipe:compost-animal/000/main/material:compost:role=Main:qty=1:probability=1:before=700g:proposed=700g|recipe:compost-manure:output:output:recipe:compost-manure/000/main/material:compost:role=Main:qty=1:probability=1:before=700g:proposed=700g|recipe:compost-mixed:output:output:recipe:compost-mixed/000/main/material:compost:role=Main:qty=1:probability=1:before=700g:proposed=700g|recipe:compost-plant:output:output:recipe:compost-plant/000/main/material:compost:role=Main:qty=1:probability=1:before=700g:proposed=700g|recipe:supply:mushroom-substrate:input:0:qty=1:before=700g:proposed=700g|recipe:supply:nitrate-fertilizer:input:1:qty=2:before=1400g:proposed=1400g,BulkInfrastructureNotInUnit:0g:none,units=75;before=52500g;proposed=52500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=9-15;grams=6300-10500g,OPEN:not-captured;authoredUnitPrice=11;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:compost:v1; unit=1 processed organic or fuel lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:curd,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 drained curd batch,OtherExplicitPhysicalUnit/RecipeMassBalance,450,450,recipe-mass-balance(mass:recipe:curd:v1),recipe:curd,recipe:cheese|recipe:fresh-curd,recipe:cheese:input:0:qty=2:before=900g:proposed=900g|recipe:curd:output:output:recipe:curd/000/main/material:curd:role=Main:qty=2:probability=1:before=900g:proposed=900g|recipe:fresh-curd:input:0:qty=1:before=450g:proposed=450g,None:0g:none,units=50;before=22500g;proposed=22500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=3-13;grams=1350-5850g,OPEN:not-captured;authoredUnitPrice=13;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:recipe:curd:v1; unit=1 drained curd batch; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,material:deep-goat-wool,ItemDefinitionSO,TextileRollOrSheet:1 processed textile or leather lot,TextileRollOrSheet/RecipeMassBalance,260,260,recipe-mass-balance(mass:semantic-authority:material:deep-goat-wool:v1),recipe:v22:weave:deep-goat-wool,,recipe:v22:weave:deep-goat-wool:output:output:recipe:v22:weave:deep-goat-wool/000/main/material:deep-goat-wool:role=Main:qty=2:probability=1:before=520g:proposed=520g,BulkInfrastructureNotInUnit:0g:none,units=100;before=26000g;proposed=26000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Ordinary;units=24-42;grams=6240-10920g,OPEN:not-captured;authoredUnitPrice=25;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:material:deep-goat-wool:v1; unit=1 processed textile or leather lot; haul=Ordinary; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,material:dough,ItemDefinitionSO,OtherExplicitPhysicalUnit:1 dough portion,OtherExplicitPhysicalUnit/RecipeMassBalance,500,500,recipe-mass-balance(mass:recipe:dough:v1),recipe:dough,recipe:meat-pie|recipe:vegetable-pie,recipe:dough:output:output:recipe:dough/000/main/material:dough:role=Main:qty=2:probability=1:before=1000g:proposed=1000g|recipe:meat-pie:input:0:qty=1:before=500g:proposed=500g|recipe:vegetable-pie:input:0:qty=1:before=500g:proposed=500g,BulkInfrastructureNotInUnit:0g:none,units=50;before=25000g;proposed=25000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=2-12;grams=1000-6000g,OPEN:not-captured;authoredUnitPrice=14;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:recipe:dough:v1; unit=1 dough portion; haul=MicroUrgent; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
