population,width,seed,succeeded,failureCode,solverMode,usedCells,exclusiveCells,rawAccessCells,sharedAccessCells,headroomPermille,accessOverlapSavings,peakNormalUtilizationPermille,peakFaultUtilizationPermille,normalStorageUtilizationPermille,faultStorageUtilizationPermille,storageCapacityGrams,normalStockMassGrams,faultStockMassGrams,placedFacilities,overflowCells
6,29,86,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,87,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,88,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,89,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,90,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,91,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,92,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,93,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,94,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,95,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,96,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,97,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,98,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,99,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,100,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,101,true,,greedy,59,29,46,26,321,20,90,126,622,583,125000,77700,107700,23,2
6,29,102,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,103,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,104,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,105,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,106,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,107,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,108,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,109,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,110,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,111,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,112,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,113,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,114,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,115,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,116,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,117,true,,greedy,59,29,46,26,321,20,150,210,622,583,125000,77700,107700,23,2
6,29,118,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,119,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,120,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,121,true,,greedy,59,29,46,26,321,20,100,140,622,583,125000,77700,107700,23,2
6,29,122,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,123,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,124,true,,greedy,59,29,46,26,321,20,103,142,622,583,125000,77700,107700,23,2
6,29,125,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,126,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,127,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,128,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,129,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,130,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,131,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,132,true,,greedy,59,29,46,26,321,20,90,126,622,583,125000,77700,107700,23,2
6,29,133,true,,greedy,59,29,46,26,321,20,100,141,622,583,125000,77700,107700,23,2
6,29,134,true,,greedy,58,29,46,25,333,21,100,140,622,583,125000,77700,107700,23,2
6,29,135,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,136,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,137,true,,greedy,59,29,46,26,321,20,150,210,622,583,125000,77700,107700,23,2
6,29,138,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,139,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,140,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,141,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,142,true,,greedy,59,29,46,26,321,20,111,162,622,583,125000,77700,107700,23,2
6,29,143,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,144,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,145,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,146,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,147,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,148,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,149,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,150,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,151,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,152,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,153,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,154,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,155,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,156,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,157,true,,greedy,59,29,46,26,321,20,105,151,622,583,125000,77700,107700,23,2
6,29,158,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,159,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,160,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,161,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,162,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,163,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,164,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,165,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,166,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,167,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,168,true,,greedy,59,29,46,26,321,20,100,141,622,583,125000,77700,107700,23,2
6,29,169,true,,greedy,59,29,46,26,321,20,100,140,622,583,125000,77700,107700,23,2
6,29,170,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,171,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,172,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,173,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,174,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,175,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,176,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,177,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,178,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,179,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,180,true,,greedy,59,29,46,26,321,20,101,140,622,583,125000,77700,107700,23,2
6,29,181,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,182,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,183,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,184,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,185,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,186,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,187,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,188,true,,greedy,59,29,46,26,321,20,150,210,622,583,125000,77700,107700,23,2
6,29,189,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,190,true,,greedy,59,29,46,26,321,20,101,140,622,583,125000,77700,107700,23,2
6,29,191,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,192,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,193,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,194,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,195,true,,greedy,59,29,46,26,321,20,100,141,622,583,125000,77700,107700,23,2
6,29,196,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,197,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,198,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,199,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,200,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,201,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,202,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,203,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,204,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,205,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,206,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,207,true,,greedy,59,29,46,26,321,20,150,210,622,583,125000,77700,107700,23,2
6,29,208,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,209,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,210,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,211,true,,greedy,59,29,46,26,321,20,120,165,622,583,125000,77700,107700,23,2
6,29,212,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,213,true,,greedy,59,29,46,26,321,20,90,126,622,583,125000,77700,107700,23,2
6,29,214,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,215,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,216,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,217,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,218,true,,greedy,59,29,46,26,321,20,105,151,622,583,125000,77700,107700,23,2
6,29,219,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,220,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,221,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,222,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,223,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,224,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,225,true,,greedy,59,29,46,26,321,20,101,140,622,583,125000,77700,107700,23,2
6,29,226,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,227,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,228,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,229,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,230,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,231,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,232,true,,greedy,59,29,46,26,321,20,100,141,622,583,125000,77700,107700,23,2
6,29,233,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,234,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,235,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,236,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,237,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,238,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,239,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,240,true,,greedy,59,29,46,26,321,20,111,162,622,583,125000,77700,107700,23,2
6,29,241,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,242,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,243,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,244,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,245,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,246,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,247,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,248,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,249,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,250,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,251,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,252,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,253,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,254,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,255,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,256,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
12,51,1,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,2,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,3,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,4,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,5,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,6,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,7,true,,greedy,107,56,84,45,300,39,220,316,673,526,225000,151300,181300,42,4
12,51,8,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,9,true,,greedy,107,56,84,45,300,39,210,303,673,526,225000,151300,181300,42,4
12,51,10,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,11,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,12,true,,greedy,107,56,84,45,300,39,300,420,673,526,225000,151300,181300,42,4
12,51,13,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,14,true,,greedy,107,56,84,45,300,39,270,387,673,526,225000,151300,181300,42,4
12,51,15,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,16,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,17,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,18,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,19,true,,greedy,107,56,84,45,300,39,300,420,673,526,225000,151300,181300,42,4
12,51,20,true,,greedy,107,56,84,45,300,39,210,300,673,526,225000,151300,181300,42,4
12,51,21,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,22,true,,greedy,107,56,84,45,300,39,300,420,673,526,225000,151300,181300,42,4
12,51,23,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,24,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,25,true,,greedy,107,56,84,45,300,39,190,270,673,526,225000,151300,181300,42,4
12,51,26,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,27,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,28,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,29,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,30,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,31,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,32,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,33,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,34,true,,greedy,107,56,84,45,300,39,210,303,673,526,225000,151300,181300,42,4
12,51,35,true,,greedy,107,56,84,45,300,39,206,284,673,526,225000,151300,181300,42,4
12,51,36,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,37,true,,greedy,106,56,84,44,307,40,191,264,673,526,225000,151300,181300,42,4
12,51,38,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,39,true,,greedy,107,56,84,45,300,39,220,316,673,526,225000,151300,181300,42,4
12,51,40,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,41,true,,greedy,106,56,84,44,307,40,270,387,673,526,225000,151300,181300,42,4
12,51,42,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,43,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,44,true,,greedy,106,56,84,44,307,40,191,266,673,526,225000,151300,181300,42,4
12,51,45,true,,greedy,107,56,84,45,300,39,300,420,673,526,225000,151300,181300,42,4
12,51,46,true,,greedy,107,56,84,45,300,39,210,297,673,526,225000,151300,181300,42,4
12,51,47,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,48,true,,greedy,107,56,84,45,300,39,210,300,673,526,225000,151300,181300,42,4
12,51,49,true,,greedy,107,56,84,45,300,39,270,387,673,526,225000,151300,181300,42,4
12,51,50,true,,greedy,107,56,84,45,300,39,190,266,673,526,225000,151300,181300,42,4
12,51,51,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,52,true,,greedy,106,56,84,44,307,40,240,354,673,526,225000,151300,181300,42,4
12,51,53,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,54,true,,greedy,106,56,84,44,307,40,270,387,673,526,225000,151300,181300,42,4
12,51,55,true,,greedy,107,56,84,45,300,39,270,387,673,526,225000,151300,181300,42,4
12,51,56,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,57,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,58,true,,greedy,106,56,84,44,307,40,240,348,673,526,225000,151300,181300,42,4
12,51,59,true,,greedy,107,56,84,45,300,39,220,316,673,526,225000,151300,181300,42,4
12,51,60,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,61,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,62,true,,greedy,107,56,84,45,300,39,190,266,673,526,225000,151300,181300,42,4
12,51,63,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,64,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,65,true,,greedy,107,56,84,45,300,39,206,284,673,526,225000,151300,181300,42,4
12,51,66,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,67,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,68,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,69,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,70,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,71,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,72,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,73,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,74,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,75,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,76,true,,greedy,107,56,84,45,300,39,210,297,673,526,225000,151300,181300,42,4
12,51,77,true,,greedy,107,56,84,45,300,39,180,252,673,526,225000,151300,181300,42,4
12,51,78,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,79,true,,greedy,107,56,84,45,300,39,190,266,673,526,225000,151300,181300,42,4
12,51,80,true,,greedy,106,56,84,44,307,40,300,420,673,526,225000,151300,181300,42,4
12,51,81,true,,greedy,107,56,84,45,300,39,270,387,673,526,225000,151300,181300,42,4
12,51,82,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,83,true,,greedy,107,56,84,45,300,39,210,303,673,526,225000,151300,181300,42,4
12,51,84,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,85,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,86,true,,greedy,107,56,84,45,300,39,300,420,673,526,225000,151300,181300,42,4
12,51,87,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,88,true,,greedy,107,56,84,45,300,39,270,387,673,526,225000,151300,181300,42,4
12,51,89,true,,greedy,107,56,84,45,300,39,191,266,673,526,225000,151300,181300,42,4
12,51,90,true,,greedy,107,56,84,45,300,39,270,387,673,526,225000,151300,181300,42,4
12,51,91,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,92,true,,greedy,107,56,84,45,300,39,220,316,673,526,225000,151300,181300,42,4
12,51,93,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,94,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,95,true,,greedy,107,56,84,45,300,39,220,316,673,526,225000,151300,181300,42,4
12,51,96,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,97,true,,greedy,107,56,84,45,300,39,190,270,673,526,225000,151300,181300,42,4
12,51,98,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,99,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,100,true,,greedy,107,56,84,45,300,39,220,316,673,526,225000,151300,181300,42,4
12,51,101,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,102,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,103,true,,greedy,107,56,84,45,300,39,206,284,673,526,225000,151300,181300,42,4
12,51,104,true,,greedy,107,56,84,45,300,39,240,330,673,526,225000,151300,181300,42,4
12,51,105,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,106,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,107,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,108,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,109,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,110,true,,greedy,107,56,84,45,300,39,210,300,673,526,225000,151300,181300,42,4
12,51,111,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
12,51,112,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,113,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,114,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,115,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,116,true,,greedy,107,56,84,45,300,39,223,325,673,526,225000,151300,181300,42,4
12,51,117,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,118,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,119,true,,greedy,107,56,84,45,300,39,206,284,673,526,225000,151300,181300,42,4
12,51,120,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,121,true,,greedy,107,56,84,45,300,39,210,300,673,526,225000,151300,181300,42,4
12,51,122,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,123,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,124,true,,greedy,107,56,84,45,300,39,191,270,673,526,225000,151300,181300,42,4
12,51,125,true,,greedy,107,56,84,45,300,39,240,354,673,526,225000,151300,181300,42,4
12,51,126,true,,greedy,107,56,84,45,300,39,220,308,673,526,225000,151300,181300,42,4
12,51,127,true,,greedy,107,56,84,45,300,39,210,300,673,526,225000,151300,181300,42,4
12,51,128,true,,greedy,107,56,84,45,300,39,240,348,673,526,225000,151300,181300,42,4
12,51,129,true,,greedy,107,56,84,45,300,39,191,264,673,526,225000,151300,181300,42,4
