schemaVersion,stableId,impactDomain,consumerKind,consumerStableId,metric,before,after,deltaStatus,rootCauseIds,formula
v27.mass.coupling.1,food:night-spirit,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:night-spirit,warehouse,BuildingStorageAbility,building:1803,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:night-spirit,warehouse,BuildingStorageAbility,building:1803,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:night-spirit,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:night-spirit,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:night-spirit,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,ewu,V27EmbeddedWorkValueCalculator,food:preserved-ration,acquisition-mewu,52948,52948,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,food:preserved-ration,ewu,V27EmbeddedWorkValueCalculator,food:preserved-ration,recoverable-mewu,0,0,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,food:preserved-ration,facility-output,BuildingProductionBufferAbility,building:1088|recipe:preserved-ration|output:recipe:preserved-ration/000/main/food:preserved-ration,maximum-line-grams,1500,1500,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,food:preserved-ration,facility-output-buffer,BuildingProductionBufferAbility,building:1088|recipe:preserved-ration,required-capacity-grams,6000,6000,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,food:preserved-ration,haul,ordinary-haul,nominal-25kg,target-max-units,12,12,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,food:preserved-ration,haul,ordinary-haul,nominal-25kg,target-min-units,2,2,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,food:preserved-ration,market,V27 market projection,food:preserved-ration,sale-rate,0.58829623460769653,0.58829623460769653,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,food:preserved-ration,market,V27 market projection,food:preserved-ration,unit-price-gold,18,18,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,food:preserved-ration,mass,ItemDefinitionSO,food:preserved-ration,unit-grams,500,500,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,food:preserved-ration,stack,ItemDefinitionSO,food:preserved-ration,max-stack-mass-grams,30000,30000,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1009,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1009,units-fit,25,25,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1028,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1028,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1032,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1032,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1034,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1034,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1050,units-fit,50,50,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1051,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1051,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1052,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1052,units-fit,25,25,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1053,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1053,units-fit,25,25,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1054,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1054,units-fit,25,25,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1055,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1055,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1055,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1056,capacity-grams,15000,15000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1056,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1056,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1062,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1062,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1062,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1802,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1802,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1802,units-fit,50,50,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1803,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:1803,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-ration,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,ewu,V27EmbeddedWorkValueCalculator,food:preserved-vegetable,acquisition-mewu,80524,80524,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,food:preserved-vegetable,ewu,V27EmbeddedWorkValueCalculator,food:preserved-vegetable,recoverable-mewu,0,0,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,food:preserved-vegetable,facility-output,BuildingProductionBufferAbility,building:1087|recipe:preserved-vegetable|output:recipe:preserved-vegetable/000/main/food:preserved-vegetable,maximum-line-grams,1100,1100,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,food:preserved-vegetable,facility-output-buffer,BuildingProductionBufferAbility,building:1087|recipe:preserved-vegetable,required-capacity-grams,4400,4400,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,food:preserved-vegetable,haul,ordinary-haul,nominal-25kg,target-max-units,10,10,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,food:preserved-vegetable,haul,ordinary-haul,nominal-25kg,target-min-units,2,2,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,food:preserved-vegetable,market,V27 market projection,food:preserved-vegetable,sale-rate,0.59646910429000854,0.59646910429000854,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,food:preserved-vegetable,market,V27 market projection,food:preserved-vegetable,unit-price-gold,27,27,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,food:preserved-vegetable,mass,ItemDefinitionSO,food:preserved-vegetable,unit-grams,550,550,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,food:preserved-vegetable,stack,ItemDefinitionSO,food:preserved-vegetable,max-stack-mass-grams,27500,27500,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1009,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1009,units-fit,22,22,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1025,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1025,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1025,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1028,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1028,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1028,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1032,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1032,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1032,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1033,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1033,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1033,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1034,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1034,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1034,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1036,capacity-grams,13500,13500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1036,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1036,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1037,capacity-grams,27000,27000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1037,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1037,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1050,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1050,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1050,units-fit,45,45,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1051,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1051,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1051,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1052,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1052,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1052,units-fit,22,22,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1053,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1053,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1053,units-fit,22,22,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1054,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1054,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1054,units-fit,22,22,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1055,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1055,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1055,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1056,capacity-grams,15000,15000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1056,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1056,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1062,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1062,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1062,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1802,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1802,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1802,units-fit,45,45,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1803,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1803,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:1803,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:9508,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:9508,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:preserved-vegetable,warehouse,BuildingStorageAbility,building:9508,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:roasted-meat,ewu,V27EmbeddedWorkValueCalculator,food:roasted-meat,acquisition-mewu,18054,18054,unchanged,,current/proposed immutable mass counterfactual
v27.mass.coupling.1,food:roasted-meat,ewu,V27EmbeddedWorkValueCalculator,food:roasted-meat,recoverable-mewu,0,0,unchanged,,floor(acquisition * salvage retention)
v27.mass.coupling.1,food:roasted-meat,facility-output,BuildingProductionBufferAbility,building:1087|recipe:roasted-meat|output:recipe:roasted-meat/000/main/food:roasted-meat,maximum-line-grams,1500,1500,unchanged,,maximum-output-factor ceil(quantity) * immutable definition unit grams
v27.mass.coupling.1,food:roasted-meat,facility-output-buffer,BuildingProductionBufferAbility,building:1087|recipe:roasted-meat,required-capacity-grams,6000,6000,unchanged,,projector maximum-factor physical batch grams * authored 2-4 cycle capacity
v27.mass.coupling.1,food:roasted-meat,haul,ordinary-haul,nominal-25kg,target-max-units,8,8,unchanged,,"floor(class maximum grams/unit), capped by max stack"
v27.mass.coupling.1,food:roasted-meat,haul,ordinary-haul,nominal-25kg,target-min-units,2,2,unchanged,,"ceil(class minimum grams/unit), capped by max stack"
v27.mass.coupling.1,food:roasted-meat,market,V27 market projection,food:roasted-meat,sale-rate,0.51580953598022461,0.51580953598022461,unchanged,,maximum nonnegative float whose sale credit does not exceed floor target
v27.mass.coupling.1,food:roasted-meat,market,V27 market projection,food:roasted-meat,unit-price-gold,7,7,unchanged,,"ceil(acquisition/3000), appraised=floor(sale-credit/3000)"
v27.mass.coupling.1,food:roasted-meat,mass,ItemDefinitionSO,food:roasted-meat,unit-grams,750,750,unchanged,,ItemDefinitionSO.UnitWeight/canonical semantic
v27.mass.coupling.1,food:roasted-meat,stack,ItemDefinitionSO,food:roasted-meat,max-stack-mass-grams,30000,30000,unchanged,,unit grams * ItemDefinitionSO.MaxStack
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1009,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1009,eligible,1,1,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1009,units-fit,16,16,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1015,capacity-grams,12500,12500,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1015,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1015,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1018,capacity-grams,25000,25000,unchanged,,BuildingStorageAbility.maxStoredMassGrams
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1018,eligible,0,0,unchanged,,allCategories || category == item.StockCategory
v27.mass.coupling.1,food:roasted-meat,warehouse,BuildingStorageAbility,building:1018,units-fit,0,0,unchanged,,floor(maxStoredMassGrams/unitMassGrams)
