schemaVersion,itemId,definitionType,assetPath,propertyPath,authoredKilograms,canonicalUnitMassGrams,maxStack,stockCategory,inV27Ledger,inItemCatalog,siteRole,catalogAuthorityPath,gramStatus,unitSemanticStatus,assetGuid
v27.mass.authority.1,facility-kit:18,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_18.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_18.asset,canonical-gram,out-of-ledger-scope,846953a2b0c47244e8cb0372589f0d42
v27.mass.authority.1,facility-kit:1800,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_1800.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_1800.asset,canonical-gram,out-of-ledger-scope,798c3b117e563b9459e4334cfa2daef9
v27.mass.authority.1,facility-kit:1801,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_1801.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_1801.asset,canonical-gram,out-of-ledger-scope,47b2c0547fac82b42b118ffccdc9eb9b
v27.mass.authority.1,facility-kit:1802,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_1802.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_1802.asset,canonical-gram,out-of-ledger-scope,72b279f8be4a2a74690f3904ee4e826e
v27.mass.authority.1,facility-kit:1803,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_1803.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_1803.asset,canonical-gram,out-of-ledger-scope,4979871d0d30eb640b2cd02399e4d963
v27.mass.authority.1,facility-kit:1804,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_1804.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_1804.asset,canonical-gram,out-of-ledger-scope,8062ce8f1492a3b46af7c776617e1489
v27.mass.authority.1,facility-kit:1805,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_1805.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_1805.asset,canonical-gram,out-of-ledger-scope,00da5dd33f6022445ba2f8244dd5600f
v27.mass.authority.1,facility-kit:2,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_2.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_2.asset,canonical-gram,out-of-ledger-scope,bf952ca1ed9961247a44fce4e4affa47
v27.mass.authority.1,facility-kit:3,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_3.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_3.asset,canonical-gram,out-of-ledger-scope,b03599b68675ea3468342e2e3a37139d
v27.mass.authority.1,facility-kit:30,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_30.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_30.asset,canonical-gram,out-of-ledger-scope,cf53498d2319dcf498d4483307502227
v27.mass.authority.1,facility-kit:31,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_31.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_31.asset,canonical-gram,out-of-ledger-scope,66ce97f2610079d49962322b6f2501d7
v27.mass.authority.1,facility-kit:32,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_32.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_32.asset,canonical-gram,out-of-ledger-scope,f0192810e8736c44385965d5b8d838c6
v27.mass.authority.1,facility-kit:33,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_33.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_33.asset,canonical-gram,out-of-ledger-scope,235f21cb172f61f40a6504295b0b5241
v27.mass.authority.1,facility-kit:34,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_34.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_34.asset,canonical-gram,out-of-ledger-scope,9c92f5f10c7c9ad4d92c7a37af03fd2c
v27.mass.authority.1,facility-kit:35,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_35.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_35.asset,canonical-gram,out-of-ledger-scope,4e5da361c63d0c54ab66679f1558bf38
v27.mass.authority.1,facility-kit:4,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_4.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_4.asset,canonical-gram,out-of-ledger-scope,6ee811dca59ceb34f8a771f4e710e85c
v27.mass.authority.1,facility-kit:5,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_5.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_5.asset,canonical-gram,out-of-ledger-scope,ef35e4acd0b343e4fa1641b1b17b43d5
v27.mass.authority.1,facility-kit:50,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_50.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_50.asset,canonical-gram,out-of-ledger-scope,499ed2c313a899249b00638ea3eba6f6
v27.mass.authority.1,facility-kit:51,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_51.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_51.asset,canonical-gram,out-of-ledger-scope,5fe67bb9d0094714c99744b8e9359654
v27.mass.authority.1,facility-kit:52,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_52.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_52.asset,canonical-gram,out-of-ledger-scope,e015b09df484a9f4a8a4d4e301de50d9
v27.mass.authority.1,facility-kit:53,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_53.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_53.asset,canonical-gram,out-of-ledger-scope,b78c1912da750d64b8ef46829d46f645
v27.mass.authority.1,facility-kit:54,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_54.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_54.asset,canonical-gram,out-of-ledger-scope,f8313e5391df6db4b8bac47eaf099efb
v27.mass.authority.1,facility-kit:55,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_55.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_55.asset,canonical-gram,out-of-ledger-scope,3942c4e827a220e40987a0d48984f6f4
v27.mass.authority.1,facility-kit:56,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_56.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_56.asset,canonical-gram,out-of-ledger-scope,3c02baadcb864f746af5d23b092d06bd
v27.mass.authority.1,facility-kit:57,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_57.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_57.asset,canonical-gram,out-of-ledger-scope,2cf42122d6787ce41b4fa07b9452a8ae
v27.mass.authority.1,facility-kit:58,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_58.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_58.asset,canonical-gram,out-of-ledger-scope,ebcfdbd5b6d6e91479e8445a36c2bbcd
v27.mass.authority.1,facility-kit:59,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_59.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_59.asset,canonical-gram,out-of-ledger-scope,d0467e1ddb28cba4481128bb0d211e3d
v27.mass.authority.1,facility-kit:6,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_6.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_6.asset,canonical-gram,out-of-ledger-scope,3b1b5d91da9061e41b85e3c0a18b04a0
v27.mass.authority.1,facility-kit:60,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_60.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_60.asset,canonical-gram,out-of-ledger-scope,f312a82e990ed18458a6f12f9ffca61d
v27.mass.authority.1,facility-kit:61,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_61.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_61.asset,canonical-gram,out-of-ledger-scope,112812dc8817b3d4486ba9b7d0ac0e4a
v27.mass.authority.1,facility-kit:7,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_7.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_7.asset,canonical-gram,out-of-ledger-scope,9dc6ebf50c40c064d99206f3dc2c2a8e
v27.mass.authority.1,facility-kit:8,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8.asset,canonical-gram,out-of-ledger-scope,35f8e4f48cc6a2540bf9cfbd9d0a82bd
v27.mass.authority.1,facility-kit:8801,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8801.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8801.asset,canonical-gram,out-of-ledger-scope,1c62ba26a1bcbc04aa12938cb004f9d2
v27.mass.authority.1,facility-kit:8802,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8802.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8802.asset,canonical-gram,out-of-ledger-scope,53727b7a055f8864cb286a9a8b36ff65
v27.mass.authority.1,facility-kit:8803,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8803.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8803.asset,canonical-gram,out-of-ledger-scope,5e534ffca563b1643a54a0ddaf9b9ce2
v27.mass.authority.1,facility-kit:8804,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8804.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8804.asset,canonical-gram,out-of-ledger-scope,9e29b8ebe34f0d34dbd37de6028aca0a
v27.mass.authority.1,facility-kit:8805,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8805.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8805.asset,canonical-gram,out-of-ledger-scope,40ef35fb08d58b14193ff4db5e231861
v27.mass.authority.1,facility-kit:8806,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8806.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8806.asset,canonical-gram,out-of-ledger-scope,d31ed66864dc7fe4c91dfb5feedb758f
v27.mass.authority.1,facility-kit:8807,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8807.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8807.asset,canonical-gram,out-of-ledger-scope,7850e49f8207197458e5cf3f72ab192e
v27.mass.authority.1,facility-kit:8808,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8808.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8808.asset,canonical-gram,out-of-ledger-scope,8d0aafc17303f61438f0ea383d2a6b14
v27.mass.authority.1,facility-kit:8809,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8809.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8809.asset,canonical-gram,out-of-ledger-scope,826372c0816de534d8c56f70066fec88
v27.mass.authority.1,facility-kit:8810,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8810.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8810.asset,canonical-gram,out-of-ledger-scope,2ab61b5f13d013540aa8c94cb4399c82
v27.mass.authority.1,facility-kit:8811,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8811.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8811.asset,canonical-gram,out-of-ledger-scope,e438daae16833864b8b02b58973dac56
v27.mass.authority.1,facility-kit:8812,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8812.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8812.asset,canonical-gram,out-of-ledger-scope,301d538381128b948b1ee2ff73610977
v27.mass.authority.1,facility-kit:8813,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8813.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8813.asset,canonical-gram,out-of-ledger-scope,ea8b9203450bec84fb120231a9aa06d7
v27.mass.authority.1,facility-kit:8814,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8814.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8814.asset,canonical-gram,out-of-ledger-scope,f700a5319d215ba4e97041f4c66fc166
v27.mass.authority.1,facility-kit:8815,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8815.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8815.asset,canonical-gram,out-of-ledger-scope,b6c91896fe6f2ca46a69270dcbe4156c
v27.mass.authority.1,facility-kit:8816,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8816.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8816.asset,canonical-gram,out-of-ledger-scope,d1e9e0afaad691e4bacee9fc285de4f1
v27.mass.authority.1,facility-kit:8817,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8817.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8817.asset,canonical-gram,out-of-ledger-scope,2ead72a65cbc80e49b654c840e965a4d
v27.mass.authority.1,facility-kit:8818,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8818.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8818.asset,canonical-gram,out-of-ledger-scope,f6015fb1aaab2804fb51c9c3bd6a422c
v27.mass.authority.1,facility-kit:8819,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8819.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8819.asset,canonical-gram,out-of-ledger-scope,85c08d0af6bf70e4b8105de542211fa2
v27.mass.authority.1,facility-kit:8820,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8820.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8820.asset,canonical-gram,out-of-ledger-scope,b662dfd93614d4943bb4807978cfa432
v27.mass.authority.1,facility-kit:8821,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8821.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8821.asset,canonical-gram,out-of-ledger-scope,5d8b17a8d2f547141a52459879ca1d31
v27.mass.authority.1,facility-kit:8822,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8822.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8822.asset,canonical-gram,out-of-ledger-scope,eb0d76db235e4464ab38b23d28bb37ae
v27.mass.authority.1,facility-kit:8823,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8823.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8823.asset,canonical-gram,out-of-ledger-scope,5a753663fbd31ba418ebde3892d13cc9
v27.mass.authority.1,facility-kit:8824,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8824.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8824.asset,canonical-gram,out-of-ledger-scope,a9e5fbf5ef813a44dadc2e14c093e322
v27.mass.authority.1,facility-kit:8825,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8825.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8825.asset,canonical-gram,out-of-ledger-scope,3fddc4fe8bcf8e844be78b8dc2dd131a
v27.mass.authority.1,facility-kit:8826,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8826.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8826.asset,canonical-gram,out-of-ledger-scope,c34f3bf26590f8542aa7d7b4e9d7a25b
v27.mass.authority.1,facility-kit:8827,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8827.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8827.asset,canonical-gram,out-of-ledger-scope,042fd6ea958d71d4cbdbb48494761629
v27.mass.authority.1,facility-kit:8828,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8828.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8828.asset,canonical-gram,out-of-ledger-scope,1792a069121ac534789ed13713c7d8a9
v27.mass.authority.1,facility-kit:8829,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8829.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8829.asset,canonical-gram,out-of-ledger-scope,c8bafbedd247e264bae5857a5aa56cc1
v27.mass.authority.1,facility-kit:8830,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8830.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8830.asset,canonical-gram,out-of-ledger-scope,de89fa22fb0c97a4f98aeef40bd52611
v27.mass.authority.1,facility-kit:8831,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8831.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8831.asset,canonical-gram,out-of-ledger-scope,c348d33ece2687e4c803b542d217baad
v27.mass.authority.1,facility-kit:8832,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8832.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8832.asset,canonical-gram,out-of-ledger-scope,53896c91e7eaefa43b92ba899c62a69f
v27.mass.authority.1,facility-kit:8833,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8833.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8833.asset,canonical-gram,out-of-ledger-scope,cc7a449ac8a911447bc7432a3efb910a
v27.mass.authority.1,facility-kit:8834,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8834.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8834.asset,canonical-gram,out-of-ledger-scope,e1252269cce3f2b49b8bcfe574ec936e
v27.mass.authority.1,facility-kit:8835,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8835.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8835.asset,canonical-gram,out-of-ledger-scope,738e9f7898950134d9a8560115196366
v27.mass.authority.1,facility-kit:8836,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8836.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8836.asset,canonical-gram,out-of-ledger-scope,bde524bc915a93c489987b38dbb470da
v27.mass.authority.1,facility-kit:8837,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8837.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8837.asset,canonical-gram,out-of-ledger-scope,18eea24a5a7efde4184811511ebeb933
v27.mass.authority.1,facility-kit:8838,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8838.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8838.asset,canonical-gram,out-of-ledger-scope,5b0720ee37f594a4bb051bdcd988d74f
v27.mass.authority.1,facility-kit:8839,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8839.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8839.asset,canonical-gram,out-of-ledger-scope,756d5d9d6d670b5409afe457b7bbeaed
v27.mass.authority.1,facility-kit:8840,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8840.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8840.asset,canonical-gram,out-of-ledger-scope,384881654c0f86447b3b00bafa79174a
v27.mass.authority.1,facility-kit:8841,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8841.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8841.asset,canonical-gram,out-of-ledger-scope,8765612c5deb77c4685e9c18353883d9
v27.mass.authority.1,facility-kit:8842,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8842.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8842.asset,canonical-gram,out-of-ledger-scope,d7c4e4ac4ddcf3e419962945d3c24ea7
v27.mass.authority.1,facility-kit:8843,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8843.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8843.asset,canonical-gram,out-of-ledger-scope,a28b30c7281c4f44bbda7ec8322afb25
v27.mass.authority.1,facility-kit:8844,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8844.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8844.asset,canonical-gram,out-of-ledger-scope,03631154723013f4a8896435703b0855
v27.mass.authority.1,facility-kit:8845,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8845.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8845.asset,canonical-gram,out-of-ledger-scope,3a4bc8d00b19d284b83a941d31848610
v27.mass.authority.1,facility-kit:8846,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8846.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8846.asset,canonical-gram,out-of-ledger-scope,e261f33da5e04524ca806800f5e7b6d6
v27.mass.authority.1,facility-kit:8847,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8847.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8847.asset,canonical-gram,out-of-ledger-scope,fb98ac66cf5871341b10db24d26a8fac
v27.mass.authority.1,facility-kit:8848,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8848.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8848.asset,canonical-gram,out-of-ledger-scope,6b4944634c57b8742a75354a2ef1771b
v27.mass.authority.1,facility-kit:8849,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8849.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8849.asset,canonical-gram,out-of-ledger-scope,8b06cf25067bfe94b95bfdd102959612
v27.mass.authority.1,facility-kit:8850,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8850.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8850.asset,canonical-gram,out-of-ledger-scope,3c6b66480d9c65542b317ab9790ab8a8
v27.mass.authority.1,facility-kit:8851,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8851.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8851.asset,canonical-gram,out-of-ledger-scope,cf8ee0304608fe74cbc794d950fdbb63
v27.mass.authority.1,facility-kit:8852,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8852.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8852.asset,canonical-gram,out-of-ledger-scope,e5b20a1384b8bd940b4cb1aabdcfb083
v27.mass.authority.1,facility-kit:8853,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8853.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8853.asset,canonical-gram,out-of-ledger-scope,b0a2b7063efc2f14dbf252cc0b68e2d5
v27.mass.authority.1,facility-kit:8854,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/facility_kit_8854.asset,unitWeight,8,8000,1,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/facility_kit_8854.asset,canonical-gram,out-of-ledger-scope,6cd585d8216b09746b3c0a90c5ee3df0
