schemaVersion,recipeId,flowRole,roleShapeValid,inputVector,outputVector,physicalInputGrams,cleanWaterGrams,guaranteedOutputGrams,maximumOutputGrams,expectedOutputGrams,wastewaterGrams,minimumResidualGrams,maximumResidualGrams,runtimePhysicalInputGrams,runtimeGuaranteedOutputGrams,runtimeMaximumOutputGrams,runtimeExpectedOutputGrams,runtimeMinimumResidualGrams,runtimeMaximumResidualGrams,probabilisticOutputCount,missingSemanticIds,runtimeProposedMassMismatchIds,massCreationCandidate,runtimeMassCreationCandidate,reviewedContractId,massBalanceStatus,sourceAuthority,sourceDigest
v27.mass.recipe-inventory.3,recipe:material:cartridge-paper,Transform,true,material:paper*2|material:starch*1,material:cartridge-paper*6@1,2050,0,1950,1950,1950,0,100,100,2050,1950,1950,1950,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R80_탄약지.asset,0330730a42c9b525a2683c5a3f479ab7c1cd815c734d71e8cd4c3fabc96ad83b
v27.mass.recipe-inventory.3,recipe:material:chain-mesh,Transform,true,material:iron-ingot*5,material:chain-mesh*2@1,4500,0,4200,4200,4200,0,300,300,4500,4200,4200,4200,300,300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R75_사슬_망.asset,b8f8afa21d6d7c2a11fc5d2238f901c790b97b4766b78370d2789e582e17c272
v27.mass.recipe-inventory.3,recipe:material:granulated-powder,Transform,true,material:black-powder*2|material:paper*1,material:granulated-powder*6@1,5300,0,5100,5100,5100,0,200,200,5300,5100,5100,5100,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R79_과립_화약.asset,894590b2e42d2ddd13d6ebaabd2605c367091416b525375d9c3eff5feabfb386
v27.mass.recipe-inventory.3,recipe:material:hardened-leather,Transform,true,material:leather*4|resource:dark-resin*1,material:hardened-leather*2@1,2000,0,1900,1900,1900,0,100,100,2000,1900,1900,1900,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R74_경화_가죽.asset,45ee3cfe88399da91cd0471695ca2031a74de4c36cf63147f62e3b7e183eeaba
v27.mass.recipe-inventory.3,recipe:material:laminated-lumber,Transform,true,material:treated-lumber*2|resource:dark-resin*5,material:laminated-lumber*2@1,3300,0,3200,3200,3200,0,100,100,3300,3200,3200,3200,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R73_적층_목재.asset,6c894436cdcf0eb17cfa8def52f67d897abc92a5626a96799800e348a763b149
v27.mass.recipe-inventory.3,recipe:material:lead-ingot,Transform,true,material:charcoal*1|resource:lead-ore*2,material:lead-ingot*1@1,4150,0,2150,2150,2150,0,2000,2000,4150,2150,2150,2150,2000,2000,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R06_납괴.asset,fddbfe6c079c8e6edd88b92377e6badf163faa251676a23f7aeacd2e4fea9396
v27.mass.recipe-inventory.3,recipe:material:lead-shot,Transform,true,material:lead-ingot*1,material:lead-shot*12@1,2150,0,1800,1800,1800,0,350,350,2150,1800,1800,1800,350,350,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R07_납탄.asset,34628585d34aace714a27a4c6620842d61231230bfb4302446167b8f7f9b59b8
v27.mass.recipe-inventory.3,recipe:material:mana-alloy,Transform,true,material:gold-ingot*2|material:steel-ingot*2|resource:mana-crystal*2,material:mana-alloy*2@1,5100,0,4800,4800,4800,0,300,300,5100,4800,4800,4800,300,300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R83_마나_합금.asset,be2306ab87bf7d1221fd321c5303e7dcce31a0f1ffc61ab8be9a37d8d460fc71
v27.mass.recipe-inventory.3,recipe:material:niter,Transform,true,resource:clean-water*1|resource:manure*8,material:niter*2@1,4500,0,4300,4300,4300,0,200,200,4500,4300,4300,4300,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R04_초석.asset,625ad811eeeffaecfdd55457a1a1e5779bd441eefbb6a5a4b5d8d04e296ea751
v27.mass.recipe-inventory.3,recipe:material:paper,Transform,true,material:lumber*3|resource:clean-water*1,material:paper*4@1,4100,0,3600,3600,3600,0,500,500,4100,3600,3600,3600,500,500,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R05_종이.asset,9fe7487ae47919bbe438e54b1f872a2a33c7cbe8bee078e0a4062b9a77d900c8
v27.mass.recipe-inventory.3,recipe:material:plate-blank,Transform,true,material:steel-ingot*5,material:plate-blank*2@1,4250,0,4200,4200,4200,0,50,50,4250,4200,4200,4200,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R76_판금_소재판.asset,cca533761fc47c87553f011c02b39a3d10ac664c4919c169460eb77e8c8d38a2
v27.mass.recipe-inventory.3,recipe:material:rope,Transform,true,resource:shade-fiber*15,material:rope*2@1,1800,0,1800,1800,1800,0,0,0,1800,1800,1800,1800,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R08_밧줄.asset,f6d8ae4549c889abdae7685129da2a46b9c38197d24c44eb41d84ec466da4269
v27.mass.recipe-inventory.3,recipe:material:spring-steel,Transform,true,material:charcoal*2|material:steel-ingot*4,material:spring-steel*2@1,4300,0,4300,4300,4300,0,0,0,4300,4300,4300,4300,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R77_용수철강.asset,e166d98606aa95c11e0f783f12fc304b6875e7f7f3ce565c6e73808192c9254b
v27.mass.recipe-inventory.3,recipe:material:sterile-composite,Transform,true,material:cloth*4|resource:clean-water*3|resource:mana-crystal*1,material:sterile-composite*2@1,2650,0,2400,2400,2400,0,250,250,2650,2400,2400,2400,250,250,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R84_무균_복합재.asset,137f02e82ee827da6a6cddbbd14f066302d652c050f0b01ec982e7cb8d694935
v27.mass.recipe-inventory.3,recipe:meat-pie,Transform,true,material:dough*1|material:seasoned-filling*1,food:meat-pie*2@1,1150,0,1150,1150,1150,0,0,0,1150,1150,1150,1150,0,0,0,,,false,false,recipe:meat-pie,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_meat_pie.asset,61778916fc3a56fbce8d44946198382c7cb78380f70d2b65f185bed9fb3de41b
v27.mass.recipe-inventory.3,recipe:medical-vial,Transform,true,material:iron-ingot*1,container:medical-vial*30@1,900,0,900,900,900,0,0,0,900,900,900,900,0,0,0,,,false,false,recipe:medical-vial,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_medical_vial.asset,886ff7b8c387c8de036ebcb9b47191d098d89e4bf9c67adda45984450c142620
v27.mass.recipe-inventory.3,recipe:medical:cross-lineage-medium,Transform,true,component:rune-conductor*1|material:sterile-composite*1,medical:cross-lineage-medium*1@1,3600,0,3400,3400,3400,0,200,200,3600,3400,3400,3400,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R116_교차계통_안정화_배지.asset,6544ccf2f155422ccc321e750536650caad0af43ff1b0140864676b2e31e74fa
v27.mass.recipe-inventory.3,recipe:medical:fertility-treatment,Transform,true,material:sterile-composite*1|medicine:standard*1,medical:fertility-treatment*1@1,1500,0,1400,1400,1400,0,100,100,1500,1400,1400,1400,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R123_생식_치료제.asset,9a2389f0bfb3b5ead17702df7811e10c1fc61c026524c818259f4eecc6344675
v27.mass.recipe-inventory.3,recipe:medical:isolation-care-kit,Transform,true,medical:sterile-bandage*1|medicine:antiseptic*1,medical:isolation-care-kit*1@1,780,0,700,700,700,0,80,80,780,700,700,700,80,80,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R117_격리_치료_꾸러미.asset,0ca552f91566d0eb2509e71366db657323718b9c30dcd82c4035cf4b1b6416d1
v27.mass.recipe-inventory.3,recipe:medical:mana-core-case,Transform,true,component:precision-parts*1|component:rune-conductor*1,medical:mana-core-case*1@1,4550,0,1200,1200,1200,0,3350,3350,4550,1200,1200,1200,3350,3350,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R33_마핵_케이스.asset,48e994c13df3a2bba2e12e3da326d77e75af8cf09a8b49aeda109f04162f44de
v27.mass.recipe-inventory.3,recipe:medical:organ-preservation-canister,Transform,true,component:machine-parts*1|material:sterile-composite*1,medical:organ-preservation-canister*1@1,3300,0,3000,3000,3000,0,300,300,3300,3000,3000,3000,300,300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R120_장기_보존_용기.asset,b1c1c19cc04e7f7c4fff5565f4502d5fc49405a2f6a089dbfcaf22463ed39b02
v27.mass.recipe-inventory.3,recipe:medical:organ-regeneration-scaffold,Transform,true,material:sterile-composite*2|medicine:mycelial-culture-pack*1,medical:organ-regeneration-scaffold*1@1,2900,0,2600,2600,2600,0,300,300,2900,2600,2600,2600,300,300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R121_장기_재생_골격.asset,282997e7fd2d67cc3b6fca1d4ce1b23a64c840439e425f984c04c5ae0fa35e73
v27.mass.recipe-inventory.3,recipe:medical:regenerative-medium,Transform,true,medicine:advanced*1|resource:clean-water*2,medical:regenerative-medium*2@1,2500,0,2300,2300,2300,0,200,200,2500,2300,2300,2300,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R122_재생_배양액.asset,d6c1f4886a8625058b43d61dabbc1d312f5d18d3b5017373a522aa0fa014f6a4
v27.mass.recipe-inventory.3,recipe:medical:rejuvenation-serum,Transform,true,material:sterile-composite*1|medicine:standard*2|resource:mana-crystal*1,medical:rejuvenation-serum*1@1,2150,0,2000,2000,2000,0,150,150,2150,2000,2000,2000,150,150,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R118_회춘_혈청.asset,bef8f3df25e9bfedc299ef62f35ca869ebdd23fa5ede8d99476fa1542ea0c6a2
v27.mass.recipe-inventory.3,recipe:medical:rune-hibernation-catalyst,Transform,true,component:rune-conductor*1|material:sterile-composite*1,medical:rune-hibernation-catalyst*1@1,3600,0,550,550,550,0,3050,3050,3600,550,550,550,3050,3050,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R124_룬_동면_촉매.asset,b9d062c852c86e513a5933273dc1bec47460aea910152573e432505a493426fa
v27.mass.recipe-inventory.3,recipe:medical:slime-coagulation-frame,Transform,true,material:alchemical-solvent*1|textile:sterile-cloth*1,medical:slime-coagulation-frame*1@1,1300,0,1150,1150,1150,0,150,150,1300,1150,1150,1150,150,150,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R37_점액_응고틀.asset,da0d70201519a67a2b1d36bdac1188292ef3c57b89e5e2102eca560a9db63328
v27.mass.recipe-inventory.3,recipe:medical:sterile-bandage,Transform,true,medicine:antiseptic*1|textile:sterile-cloth*1,medical:sterile-bandage*2@1,1280,0,1000,1000,1000,0,280,280,1280,1000,1000,1000,280,280,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R22_무균_붕대.asset,21044bb313bdb8cc167d8c2873c1cf82f7a6e88d15e859d6f1729fb85d581b14
v27.mass.recipe-inventory.3,recipe:medical:sterile-mycelium-graft,Transform,true,resource:cave-mushroom*2|textile:sterile-cloth*1,medical:sterile-mycelium-graft*1@1,1500,0,1150,1150,1150,0,350,350,1500,1150,1150,1150,350,350,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R36_무균_균사_이식편.asset,a94b7dd359d5812849e1f8f8a3390c014c61023db6e26cefbaf4e1c5f6a4a510
v27.mass.recipe-inventory.3,recipe:medical:trait-analysis-kit,Transform,true,material:paper*1|material:sterile-composite*1,medical:trait-analysis-kit*1@1,2100,0,1950,1950,1950,0,150,150,2100,1950,1950,1950,150,150,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R115_형질_검사_키트.asset,008512e6c9e57abf1f8a8a4e4ebca48d87ae8755b4209f1208cd261c02ae82e4
v27.mass.recipe-inventory.3,recipe:medical:trauma-care-kit,Transform,true,material:paper*1|medicine:advanced*1,medical:trauma-care-kit*1@1,2400,0,2200,2200,2200,0,200,200,2400,2200,2200,2200,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R125_트라우마_치료_꾸러미.asset,25cee406178a3ecb538679c84f76b9ede345583533f36d15e6f685f41ee92687
v27.mass.recipe-inventory.3,recipe:medical:whole-body-regeneration-medium,Transform,true,medicine:advanced*4|medicine:mycelial-culture-pack*2|resource:clean-water*8|resource:mana-crystal*2|textile:sterile-cloth*4,medical:whole-body-regeneration-medium*1@1,15700,0,14500,14500,14500,0,1200,1200,15700,14500,14500,14500,1200,1200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R54_전신_재생_배지.asset,e7c880d336ce2df6cc8d6cb5d5855f32a22c440961016a326fc4b1fe6f0b7d1e
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:blood-wasting,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:blood-wasting*1,medicine:vaccine:blood-wasting*4@1,2900,0,2800,2800,2800,0,100,100,2900,2800,2800,2800,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R71_혈액소모병_백신.asset,b1e62f6dbc6b44b8adaf1d7e3fb69f37c1657dcd6307893b7d01763b77ad79e4
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:cave-flu,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:cave-flu*1,medicine:vaccine:cave-flu*4@1,2900,0,2800,2800,2800,0,100,100,2900,2800,2800,2800,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R66_동굴_독감_백신.asset,a9718f35d6784aa94d5f78a4c365c45793e7497b65ab8bbd0ce7ffb1049ecb24
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:gut-rot,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:gut-rot*1,medicine:vaccine:gut-rot*4@1,2900,0,2800,2800,2800,0,100,100,2900,2800,2800,2800,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R68_장부패증_백신.asset,2a52fde5fed7dbe14c9397ff5d65832ed62f56467c3a0ab54d7e9d116de87160
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:mana-pox,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:mana-pox*1,medicine:vaccine:mana-pox*4@1,3100,0,3000,3000,3000,0,100,100,3100,3000,3000,3000,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R70_마나두창_백신.asset,48b7e01b96780825eb8736a6121edac2ae989c97f0475a7222cabb5047a70449
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:red-fever,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:red-fever*1,medicine:vaccine:red-fever*4@1,2900,0,2800,2800,2800,0,100,100,2900,2800,2800,2800,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R67_적열병_백신.asset,dc7e3c9d218fd4d791bc8ceedf63e1f164d2a6864125a1b77ee814a275b71a62
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:slime-blight,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:slime-blight*1,medicine:vaccine:slime-blight*4@1,2900,0,2800,2800,2800,0,100,100,2900,2800,2800,2800,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R72_점액역병_백신.asset,59981c09afcff53cb1b23887bf01e64cc76442acec513a0a0c95a132610f9d9b
v27.mass.recipe-inventory.3,recipe:medicine:vaccine:spore-lung,Transform,true,medicine:advanced*1|resource:clean-water*1|sample:antigen:spore-lung*1,medicine:vaccine:spore-lung*4@1,2900,0,2800,2800,2800,0,100,100,2900,2800,2800,2800,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R69_포자폐증_백신.asset,79a5b845be06aced8ce9ea460a6acb85db6aa1b71e32b4ac686713929dd2e2cf
v27.mass.recipe-inventory.3,recipe:milling-flour,Transform,true,resource:twilight-grain*3,material:flour*2@1,1050,0,600,600,600,0,450,450,1050,600,600,600,450,450,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_milling_flour.asset,eec7c973625da4e464cfb77be86e4c0e2a0e4aa21fef62ad004d77d97a760061
v27.mass.recipe-inventory.3,recipe:moonflower-tea,Transform,true,resource:moonflower*1,drug:moonflower-tea*2@1,80,550,500,500,500,100,30,30,80,500,500,500,30,30,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_moonflower_tea.asset,3c64d7dc2f9f9765acf75ab707490ca856aaaeb0c9c4f6c757595cee92f0e273
v27.mass.recipe-inventory.3,recipe:mushroom-soup,Transform,true,resource:cave-mushroom*2,food:mushroom-soup*2@1,500,950,1300,1300,1300,100,50,50,500,1300,1300,1300,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_mushroom_soup.asset,2ff74fe8e9f8233ea81bbc719dc5a55f9b774cf9abf59ca6f57edeeba6fcd980
v27.mass.recipe-inventory.3,recipe:night-spirit,Transform,true,material:syrup*1|material:young-wine*2,food:night-spirit*2@1,1050,0,900,900,900,0,150,150,1050,900,900,900,150,150,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_night_spirit.asset,c6a15e2c735d2931c0b39b4f8d96125d5380f4e532610a21d98cb53e45f21016
v27.mass.recipe-inventory.3,recipe:night-wine,Transform,true,material:young-wine*2,drug:night-wine*2@1,700,0,650,650,650,0,50,50,700,650,650,650,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_night_wine.asset,8e9566a85ab91bdba0fbbb7bb538acc0a1d4814528865f0326edbe4a7437359e
v27.mass.recipe-inventory.3,recipe:preserved-ration,Transform,true,material:ration-mixture*2|material:starch*2,food:preserved-ration*3@1,1600,0,1500,1500,1500,0,100,100,1600,1500,1500,1500,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_preserved_ration.asset,d5ef8605323801e33dc5fb1b4f568426746a53f0798c552772e053d4283030f7
v27.mass.recipe-inventory.3,recipe:preserved-vegetable,Transform,true,craft:fermented-vinegar*1|material:brined-vegetable*1|material:washed-vegetable*1,food:preserved-vegetable*2@1,1350,0,1100,1100,1100,0,250,250,1350,1100,1100,1100,250,250,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_preserved_vegetable.asset,d7ae04430b56de97720f58a3cce685a12b9c34bf5cf72213f4be93b50160a83e
v27.mass.recipe-inventory.3,recipe:ration-mixture,Transform,true,material:flour*2|resource:saltstone*1,material:ration-mixture*2@1,1100,50,1100,1100,1100,50,0,0,1100,1100,1100,1100,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_ration_mixture.asset,e5ec92d5d13cb2723e4811d2a0a5d42978dcc97f23fc5d08e1d275d451c7867c
v27.mass.recipe-inventory.3,recipe:record:arcane-index,Transform,true,material:paper*2|resource:rune-dust*1,record:arcane-index*1@1,1850,0,1300,1300,1300,0,550,550,1850,1300,1300,1300,550,550,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R91_비전_색인철.asset,3a5d3d9def100bbb945cdd1df24ed8496cd531c9077656273407edabdf8e83e9
v27.mass.recipe-inventory.3,recipe:record:breeding-ledger,Transform,true,material:leather*1|material:paper*3,record:breeding-ledger*1@1,3150,0,1100,1100,1100,0,2050,2050,3150,1100,1100,1100,2050,2050,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R95_번식_장부.asset,d97ca28c687a9fe46c1a52ec1171aa3cc2ea995f2eb794b7c96c82c320e2d74b
v27.mass.recipe-inventory.3,recipe:record:career-ledger,Transform,true,material:leather*1|material:paper*3,record:career-ledger*1@1,3150,0,1100,1100,1100,0,2050,2050,3150,1100,1100,1100,2050,2050,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R94_경력_장부.asset,c70abf6c919f6de19fe014975b7080318973e6471976d72d87ae612cf95543f5
v27.mass.recipe-inventory.3,recipe:resin-balm,Transform,true,material:tallow*1|resource:dark-resin*1|resource:moonflower*1,craft:resin-balm*1@1,630,0,600,600,600,0,30,30,630,600,600,600,30,30,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_resin_balm.asset,78ae910b8147c50a5ed6277493db1037927f83aae3f76e73821435f6d8bff483
v27.mass.recipe-inventory.3,recipe:resource:clean-water,Source,true,,resource:clean-water*8@1,0,0,4000,4000,4000,0,-4000,-4000,0,4000,4000,4000,-4000,-4000,0,,,true,true,,source-external-mass,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R01_깨끗한_물.asset,1f867965f6aa303011d3e093683f36214c30f7c97bb89f0deda1b051d10b5d26
v27.mass.recipe-inventory.3,recipe:resource:lead-ore,Source,true,,resource:lead-ore*2@1,0,0,3700,3700,3700,0,-3700,-3700,0,3700,3700,3700,-3700,-3700,0,,,true,true,,source-external-mass,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R03_납광석.asset,c995014bf9c7f818593ff4d9780a4f637fa1e603b5edb4a77ca25ab53b985e8d
v27.mass.recipe-inventory.3,recipe:resource:sulfur,Source,true,,resource:sulfur*2@1,0,0,3700,3700,3700,0,-3700,-3700,0,3700,3700,3700,-3700,-3700,0,,,true,true,,source-external-mass,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R02_황.asset,07bed2f75d1a1f9ecb9214257cb48e26a3ae5a0b197af00aecbe44446d6cfe5c
v27.mass.recipe-inventory.3,recipe:ritual-reagent,Transform,true,material:rot-toxin*1|resource:blood*2,craft:ritual-reagent*1@1,1200,0,1100,1100,1100,0,100,100,1200,1100,1100,1100,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_ritual_reagent.asset,ddac8e23a47d81fd9e70a27bd57c4f152253083023b81a875945adcd146f87fc
v27.mass.recipe-inventory.3,recipe:roasted-meat,Transform,true,resource:meat*2,food:roasted-meat*2@1,1400,150,1500,1500,1500,0,50,50,1400,1500,1500,1500,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_roasted_meat.asset,ba7c42380f3599a92398058b856d46207c153ebc00c3823110bf5dd1cfcb495c
v27.mass.recipe-inventory.3,recipe:root-stew,Transform,true,resource:ember-root*2,food:root-stew*2@1,900,650,1400,1400,1400,100,50,50,900,1400,1400,1400,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_root_stew.asset,8d8e207c746a70ff06306d20c94c4559eaf7c510c3bb86fa3ddb69ab9f19379a
v27.mass.recipe-inventory.3,recipe:rot-toxin,Transform,true,resource:bloodleaf*1|waste:forbidden-rot*1,material:rot-toxin*1@1,800,0,200,200,200,0,600,600,800,200,200,200,600,600,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_rot_toxin.asset,8badf88b5896f8b405b138b69c1d52ccc8176abbd40e98d976bf1fbe2cee5cf5
v27.mass.recipe-inventory.3,recipe:rune-cold-suit,Transform,true,material:rune-leather*2|resource:mana-crystal*1|resource:rune-dust*1,equipment:rune-cold-suit*1@1,1200,0,800,800,800,0,400,400,1200,800,800,800,400,400,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_rune_cold_suit.asset,db015fe7402ff5f5b65c4a047543572dd43cf764731948c92330858a66169d50
v27.mass.recipe-inventory.3,recipe:rune-leather,Transform,true,material:leather*2|resource:dark-resin*1|resource:mana-crystal*1,material:rune-leather*1@1,1450,0,400,400,400,0,1050,1050,1450,400,400,400,1050,1050,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_rune_leather.asset,cb7264d16edec8b9fd44d6b069c1681426d6a68191e32a84729f3cb3066f50b8
v27.mass.recipe-inventory.3,recipe:salted-meat,Transform,true,resource:meat*3|resource:saltstone*1,material:salted-meat*2@1,2600,50,1300,1300,1300,50,1300,1300,2600,1300,1300,1300,1300,1300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_salted_meat.asset,08b04179385cc764cf95a51a6f5b6ecc710df45bbfb753a1b8b7c0556710e14f
v27.mass.recipe-inventory.3,recipe:salted-meat-stew,Transform,true,material:salted-meat*1|resource:ember-root*1,food:salted-meat-stew*2@1,1100,600,1600,1600,1600,0,100,100,1100,1600,1600,1600,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_salted_meat_stew.asset,fec7828eca79d671be73515c43010476d4289a368d5e7cb8c694dd34d27d494d
v27.mass.recipe-inventory.3,recipe:sawmill-lumber,Transform,true,resource:log*2,material:lumber*3@1,3600,0,3600,3600,3600,0,0,0,3600,3600,3600,3600,0,0,0,,,false,false,recipe:sawmill-lumber,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_sawmill_lumber.asset,a2e41ef0b1a296f20bf54130e8341e107755970980db78d6e7c90472295d8dc0
v27.mass.recipe-inventory.3,recipe:seasoned-filling,Transform,true,material:washed-vegetable*1|resource:meat*2,material:seasoned-filling*2@1,1850,0,1300,1300,1300,0,550,550,1850,1300,1300,1300,550,550,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_seasoned_filling.asset,5b5ad4e08df53d5880cef9bfc59106718df70455c94d691f967e58fdcfbf5f74
v27.mass.recipe-inventory.3,recipe:silage,Transform,true,resource:grass-straw*3|resource:twilight-grain*1,feed:silage*3@1,590,100,690,690,690,0,0,0,590,690,690,690,0,0,0,,,false,false,recipe:silage,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_silage.asset,1b997a120b344d15e385a00a8fed1f23e375288f9f81d24d750d78aac6a9febe
