"stable_id","display_name","source_path","authored_category","grid_layer","asset_classification","design_boundary","composition_contract","source_declared_function","classification_evidence","status"
"building:18","창고","Assets/Resources/SO/Building/P1/P1_Warehouse.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 내부 공정 재고이다. 건설에는 작업량 36, 재료 material:steel-ingot×1이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/P1/P1_Warehouse.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1800","복도 침입 감지기","Assets/Resources/SO/Building/P1/DefenseCorridorDetector.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 366, 재료 material:treated-lumber×8, material:stone-block×4, material:iron-ingot×5이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/P1/DefenseCorridorDetector.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1801","방어 통제대","Assets/Resources/SO/Building/P1/DefenseControlDesk.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 474, 재료 material:treated-lumber×11, material:stone-block×5, material:iron-ingot×5이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/DefenseControlDesk.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1802","탄약·촉매 보급고","Assets/Resources/SO/Building/P1/DefenseSupplyDepot.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투, 재고 보관이다. 건설에는 작업량 510, 재료 material:treated-lumber×11, material:stone-block×5, material:iron-ingot×5이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/DefenseSupplyDepot.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1803","함정 정비대","Assets/Resources/SO/Building/P1/DefenseMaintenanceBench.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투, 재고 보관이다. 건설에는 작업량 510, 재료 material:treated-lumber×11, material:stone-block×5, material:iron-ingot×5이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/DefenseMaintenanceBench.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1804","문 연동 강화 낙하문","Assets/Resources/SO/Building/P1/DefenseLinkedDropGate.asset","Wall (벽)","Building","topology-primitive","벽·문·통로·기초 지오메트리로서 조립식 방의 구조 조건을 제공","방을 만들 수 있으나 단독 전략 시설이 아님","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 783, 재료 material:stone-block×6, material:steel-ingot×7, component:machine-parts×2, component:corridor-detonator×1이 필요하다.","category=Wall (벽); layer=Building; path=Assets/Resources/SO/Building/P1/DefenseLinkedDropGate.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1805","벽면 발사구","Assets/Resources/SO/Building/P1/DefenseWallLauncher.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 558, 재료 material:stone-block×5, material:steel-ingot×5, component:machine-parts×1, component:siege-reinforcement-kit×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/P1/DefenseWallLauncher.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:2","엘레베이터","Assets/Resources/SO/Building/Elevator.asset","Movement (이동)","Building","topology-primitive","벽·문·통로·기초 지오메트리로서 조립식 방의 구조 조건을 제공","방을 만들 수 있으나 단독 전략 시설이 아님","시설 동작은 BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 72, 재료 component:machine-parts×3이 필요하다.","category=Movement (이동); layer=Building; path=Assets/Resources/SO/Building/Elevator.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:3","사장실","Assets/Resources/SO/Building/LordBedroom.asset","None (없음)","Building","topology-primitive","벽·문·통로·기초 지오메트리로서 조립식 방의 구조 조건을 제공","방을 만들 수 있으나 단독 전략 시설이 아님","시설 동작은 BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 66, 재료 material:lumber×5이 필요하다.","category=None (없음); layer=Building; path=Assets/Resources/SO/Building/LordBedroom.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:30","1성 산탄 가시 함정","Assets/Resources/SO/Building/P1/P1_SpikeTrap.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 675, 재료 material:stone-block×6, material:steel-ingot×7, component:machine-parts×1이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/P1/P1_SpikeTrap.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:31","1성 독 웅덩이","Assets/Resources/SO/Building/P1/P1_PoisonPool.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 675, 재료 material:stone-block×8, material:steel-ingot×5, component:machine-parts×2, material:treated-lumber×2이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/P1/P1_PoisonPool.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:32","1성 화염 분사구","Assets/Resources/SO/Building/P1/P1_FireVent.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 675, 재료 material:stone-block×9, material:steel-ingot×6, component:machine-parts×2이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/P1/P1_FireVent.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:33","1성 번개 기둥","Assets/Resources/SO/Building/P1/P1_LightningPillar.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 684, 재료 material:stone-block×7, material:steel-ingot×5, component:machine-parts×2, component:rune-conductor×2이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/P1/P1_LightningPillar.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:34","1성 냉기 분사구","Assets/Resources/SO/Building/P1/P1_IceVent.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 675, 재료 material:stone-block×7, material:steel-ingot×5, component:machine-parts×2, material:treated-lumber×2이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/P1/P1_IceVent.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:35","1성 경비실","Assets/Resources/SO/Building/P1/P1_GuardRoom.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 316, 재료 material:treated-lumber×8, material:stone-block×6, material:iron-ingot×3, component:machine-parts×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_GuardRoom.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:4","계단","Assets/Resources/SO/Building/Stair.asset","Movement (이동)","Building","topology-primitive","벽·문·통로·기초 지오메트리로서 조립식 방의 구조 조건을 제공","방을 만들 수 있으나 단독 전략 시설이 아님","시설 동작은 BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 75, 재료 material:stone-block×5이 필요하다.","category=Movement (이동); layer=Building; path=Assets/Resources/SO/Building/Stair.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:5","무기상점","Assets/Resources/SO/Building/WeaponStore.asset","Shop (상점)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 내부 공정 재고이다. 건설에는 작업량 48, 재료 material:lumber×4이 필요하다.","category=Shop (상점); layer=Building; path=Assets/Resources/SO/Building/WeaponStore.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:50","2성 전투 식당","Assets/Resources/SO/Building/P1/P1_BattleDining.asset","Shop (상점)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투, 내부 공정 재고이다. 건설에는 작업량 36, 재료 material:steel-ingot×1이 필요하다.","category=Shop (상점); layer=Building; path=Assets/Resources/SO/Building/P1/P1_BattleDining.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:51","2성 고급 고기 식당","Assets/Resources/SO/Building/P1/P1_PremiumMeatRestaurant.asset","Shop (상점)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투, 내부 공정 재고이다. 건설에는 작업량 36, 재료 material:steel-ingot×1이 필요하다.","category=Shop (상점); layer=Building; path=Assets/Resources/SO/Building/P1/P1_PremiumMeatRestaurant.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:52","2성 맹독 가시 함정","Assets/Resources/SO/Building/P1/P1_VenomSpikeTrap.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 828, 재료 material:stone-block×9, material:steel-ingot×6, component:machine-parts×2, material:treated-lumber×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_VenomSpikeTrap.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:53","2성 경보 코일","Assets/Resources/SO/Building/P1/P1_AlarmCoil.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 837, 재료 material:stone-block×8, material:steel-ingot×6, component:machine-parts×2, component:rune-conductor×2, 외 1개이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_AlarmCoil.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:54","2성 병영","Assets/Resources/SO/Building/P1/P1_Barracks.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 376, 재료 material:treated-lumber×9, material:stone-block×7, material:iron-ingot×3, component:machine-parts×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_Barracks.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:55","3성 전장의 식당","Assets/Resources/SO/Building/P1/P1_BattlefieldDining.asset","Shop (상점)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투, 내부 공정 재고이다. 건설에는 작업량 36, 재료 material:steel-ingot×1이 필요하다.","category=Shop (상점); layer=Building; path=Assets/Resources/SO/Building/P1/P1_BattlefieldDining.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:56","3성 귀족의 식당","Assets/Resources/SO/Building/P1/P1_NobleDining.asset","Shop (상점)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투, 내부 공정 재고이다. 건설에는 작업량 36, 재료 material:steel-ingot×1이 필요하다.","category=Shop (상점); layer=Building; path=Assets/Resources/SO/Building/P1/P1_NobleDining.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:57","3성 부식 냉각 함정","Assets/Resources/SO/Building/P1/P1_CorrosionFreezer.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 828, 재료 material:stone-block×8, material:steel-ingot×6, component:machine-parts×2, material:treated-lumber×2, 외 1개이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_CorrosionFreezer.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:58","3성 폭뢰 분사구","Assets/Resources/SO/Building/P1/P1_StormFireTrap.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 837, 재료 material:stone-block×8, material:steel-ingot×6, component:machine-parts×2, component:rune-conductor×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_StormFireTrap.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:59","3성 전투 병영","Assets/Resources/SO/Building/P1/P1_WarBarracks.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 방어 전투이다. 건설에는 작업량 376, 재료 material:treated-lumber×9, material:stone-block×7, material:iron-ingot×3, component:machine-parts×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_WarBarracks.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:6","패스트푸드점","Assets/Resources/SO/Building/HamburgerStore.asset","Shop (상점)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 내부 공정 재고이다. 건설에는 작업량 36, 재료 material:lumber×3이 필요하다.","category=Shop (상점); layer=Building; path=Assets/Resources/SO/Building/HamburgerStore.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:60","화장실","Assets/Resources/SO/Building/P1/P1_Toilet.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설 동작은 BuildingFacilityAbility, BuildingRoomRequirementAbility, BuildingSelfContainedRoomAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 24, 재료 material:steel-ingot×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_Toilet.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:61","세면장","Assets/Resources/SO/Building/P1/P1_Washroom.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 원정대 회복이다. 건설에는 작업량 24, 재료 material:steel-ingot×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/P1/P1_Washroom.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:7","내벽","Assets/Resources/SO/Building/Wall.asset","Wall (벽)","Building","topology-primitive","벽·문·통로·기초 지오메트리로서 조립식 방의 구조 조건을 제공","방을 만들 수 있으나 단독 전략 시설이 아님","시설 동작은 BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 45, 재료 material:stone-block×1이 필요하다.","category=Wall (벽); layer=Building; path=Assets/Resources/SO/Building/Wall.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8","내벽 문","Assets/Resources/SO/Building/InteriorDoor.asset","None (없음)","Building","topology-primitive","벽·문·통로·기초 지오메트리로서 조립식 방의 구조 조건을 제공","방을 만들 수 있으나 단독 전략 시설이 아님","시설 동작은 BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 45, 재료 material:lumber×1이 필요하다.","category=None (없음); layer=Building; path=Assets/Resources/SO/Building/InteriorDoor.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8801","채집 바구니 작업대","Assets/Resources/SO/Building/ResearchOverhaul/RF01_채집_바구니_작업대.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 719, 재료 material:lumber×9, material:treated-lumber×5, material:iron-ingot×3, material:rope×3, 외 1개이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF01_채집_바구니_작업대.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8802","중력식 수문","Assets/Resources/SO/Building/ResearchOverhaul/RF02_중력식_수문.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 234, 재료 material:stone-block×8, material:treated-lumber×4, material:iron-ingot×6, resource:clean-water×4이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF02_중력식_수문.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8803","동굴 재배 선반","Assets/Resources/SO/Building/ResearchOverhaul/RF03_동굴_재배_선반.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 351, 재료 material:treated-lumber×12, material:stone-block×8, material:iron-ingot×6, resource:clean-water×12, 외 2개이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF03_동굴_재배_선반.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8804","문장 깃발 제작대","Assets/Resources/SO/Building/ResearchOverhaul/RF04_문장_깃발_제작대.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 360, 재료 material:stone-block×8, material:treated-lumber×6, material:iron-ingot×4, component:machine-parts×2, 외 1개이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF04_문장_깃발_제작대.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8805","의식 화로","Assets/Resources/SO/Building/ResearchOverhaul/RF05_의식_화로.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 360, 재료 material:stone-block×8, material:treated-lumber×6, material:iron-ingot×4, component:machine-parts×2, 외 1개이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF05_의식_화로.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8806","운반 멜빵 걸이","Assets/Resources/SO/Building/ResearchOverhaul/RF06_운반_멜빵_걸이.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 360, 재료 material:stone-block×8, material:treated-lumber×6, material:iron-ingot×4, component:machine-parts×2, 외 1개이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF06_운반_멜빵_걸이.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8807","가격표 게시판","Assets/Resources/SO/Building/ResearchOverhaul/RF07_가격표_게시판.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 240, 재료 material:lumber×6, material:treated-lumber×2, material:iron-ingot×2, material:paper×6, 외 1개이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF07_가격표_게시판.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8808","피의 무대 배수구","Assets/Resources/SO/Building/ResearchOverhaul/RF08_피의_무대_배수구.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 276, 재료 material:stone-block×10, material:treated-lumber×4, material:iron-ingot×6, resource:clean-water×4이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF08_피의_무대_배수구.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8809","포로 작업 도구함","Assets/Resources/SO/Building/ResearchOverhaul/RF09_포로_작업_도구함.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 360, 재료 material:treated-lumber×5, material:iron-ingot×4, material:hardened-leather×2, material:chain-mesh×1이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF09_포로_작업_도구함.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:8810","강화 구속구 선반","Assets/Resources/SO/Building/ResearchOverhaul/RF10_강화_구속구_선반.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 생산 작업대이다. 건설에는 작업량 360, 재료 material:treated-lumber×5, material:iron-ingot×4, material:hardened-leather×2, material:chain-mesh×1이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/ResearchOverhaul/RF10_강화_구속구_선반.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
