"item_id","unit_weight_g","max_stack","max_stack_kg","unit_price","sale_rate","stock_category"
"surgery:organ:heart","800","1","0.8","120","n/a","8"
"surgery:organ:kidney:left","800","1","0.8","120","n/a","8"
"surgery:organ:kidney:right","800","1","0.8","120","n/a","8"
"surgery:organ:leg:left","800","1","0.8","120","n/a","8"
"surgery:organ:leg:right","800","1","0.8","120","n/a","8"
"surgery:organ:liver","800","1","0.8","120","n/a","8"
"surgery:organ:lung:left","800","1","0.8","120","n/a","8"
"surgery:organ:lung:right","800","1","0.8","120","n/a","8"
"surgery:organ:pseudopods","800","1","0.8","120","n/a","8"
"surgery:organ:sensory-gel","800","1","0.8","120","n/a","8"
"surgery:organ:stomach","800","1","0.8","120","n/a","8"
"surgery:prosthetic:arm:left","1800","1","1.8","260","n/a","1"
"surgery:prosthetic:arm:right","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:brain","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:core","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:eye:left","1800","1","1.8","548","n/a","1"
"surgery:prosthetic:eye:right","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:heart","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:kidney:left","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:kidney:right","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:leg:left","1800","1","1.8","381","n/a","1"
"surgery:prosthetic:leg:right","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:liver","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:lung:left","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:lung:right","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:pseudopods","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:sensory-gel","1800","1","1.8","180","n/a","1"
"surgery:prosthetic:stomach","1800","1","1.8","180","n/a","1"
"survival:cooked_meal","550","50","27.5","6","n/a","0"
"survival:preserved_food","500","75","37.5","5","n/a","0"
"survival:raw_food","600","50","30","3","n/a","0"
"survival:tainted_food","500","75","37.5","0","n/a","0"
"textile:insulating-cloth","950","50","47.5","17","0.577529","1"
"textile:quilted-liner","950","50","47.5","21","0.595651","1"
"textile:sterile-cloth","1000","50","50","16","0.582729","1"
"tool:administrative-seal","2350","1","2.35","64","0.590875","1"
"tool:alloy-crucible","2350","50","117.5","143","0.596583","1"
"tool:banquet-cart","3150","1","3.15","147","0.599844","1"
"tool:deep-shaft-hoist","2400","50","120","177","0.597463","1"
"tool:field-repair-kit","2500","50","125","108","0.599935","1"
"tool:hauling-harness","1150","1","1.15","19","0.581053","1"
"tool:inspection-gauge","2350","1","2.35","443","0.599318","1"
"tool:maintenance-kit","2350","50","117.5","108","0.599895","1"
"tool:mana-probe","1200","50","60","364","0.598516","1"
"tool:powered-tool-head","2350","50","117.5","231","0.599772","1"
"tool:precision-gauge","2350","50","117.5","332","0.599763","1"
"tool:prisoner-work-kit","2350","1","2.35","56","0.589333","1"
"tool:prospecting-kit","2350","50","117.5","35","0.589267","1"
"tool:reinforced-restraint","2500","1","2.5","78","0.598115","1"
"tool:rune-identification-lens","1200","1","1.2","361","0.599395","1"
"tool:sewing-kit","2000","1","2","99","0.594418","1"
"tool:watch-signal-horn","2350","1","2.35","65","0.596492","1"
"tool:weather-observation-kit","2350","1","2.35","362","0.59868","1"
"waste:animal-rot","700","75","52.5","3","0.552333","8"
"waste:forbidden-rot","700","50","35","3","0.552333","8"
"waste:mixed-rot","650","75","48.75","3","0.551","1"
"waste:plant-rot","600","75","45","3","0.549778","1"
"wild:carcass:ash_crawler","4000","1","4","4","n/a","0"
"wild:carcass:ash_goat","20000","1","20","4","n/a","0"
"wild:carcass:carrion_drake","4000","1","4","4","n/a","0"
"wild:carcass:cave_hound","4000","1","4","4","n/a","0"
"wild:carcass:cave_rat","2500","1","2.5","4","n/a","0"
"wild:carcass:crystal_beetle","4000","1","4","4","n/a","0"
"wild:carcass:deep_goat","4000","1","4","4","n/a","0"
"wild:carcass:ember_lizard","4000","1","4","4","n/a","0"
"wild:carcass:frost_ram","4000","1","4","4","n/a","0"
"wild:carcass:glow_moth","4000","1","4","4","n/a","0"
"wild:carcass:mana_wisp","4000","1","4","4","n/a","0"
"wild:carcass:mire_leech","4000","1","4","4","n/a","0"
"wild:carcass:moss_boar","28000","1","28","4","n/a","0"
"wild:carcass:rune_deer","22000","1","22","4","n/a","0"
"wild:carcass:shadow_hare","3000","1","3","4","n/a","0"
"wild:carcass:shadow_wolf","18000","1","18","4","n/a","0"
"wild:carcass:silk_spider","4000","1","4","4","n/a","0"
"wild:carcass:spore_elk","4000","1","4","4","n/a","0"
"wild:carcass:tunnel_mole","4000","1","4","4","n/a","0"
"wild:carcass:twilight_chicken","2200","1","2.2","4","n/a","0"
"wild:rot","800","75","60","0","n/a","1"
"yarn:cave-silk","80","200","16","14","0.583214","1"
"yarn:common-wool","80","200","16","6","0.597556","1"
"yarn:deep-goat-wool","80","200","16","14","0.583214","1"
"yarn:dreamweave","80","200","16","9","0.566815","1"
"yarn:ember-cotton","80","200","16","8","0.585833","1"
"yarn:frost-linen","80","200","16","8","0.572417","1"
"yarn:frost-wool","80","200","16","14","0.583214","1"
"yarn:mire-canvas","80","200","16","8","0.599208","1"
"yarn:shade-cloth","80","200","16","7","0.555714","1"
"yarn:spore-hemp","80","200","16","9","0.556667","1"
