type,kind,definition_path,definition_line,inventory_scope,domain_group,domain_group_name,classification,classification_reason,coverage_disposition,coverage_reason,intended_ledger_status,integration_status,integration_reason,producer_count,producer_sites,publish_count,subscriber_count,participant_member_candidates,metric_member_candidates,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,ui_paths,query_paths,narrative_paths
AutoProcurementResult,class,Assets/Scripts/Models/Economy/Content/TreasuryEconomyModels.cs,243,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"AutoProcurementResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",7,Assets/Scripts/Models/Economy/Content/EconomyTransactionLedgerRuntime.cs:102:TreasuryEconomyAggregateState.<unknown> | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:924:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1004:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1088:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1149:AutoProcurementRuntime.CloneResult | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1154:AutoProcurementRuntime.EconomyTransactionContext | Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs:1155:AutoProcurementRuntime.EconomyTransactionContext,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Economy/Treasury/AutoProcurementRuntime.cs,
BackgroundInitializationOutcome,class,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs,172,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BackgroundInitializationOutcome is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs:340:is.CharacterNarrativeRecord,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs | Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs,Assets/Scripts/Services/Character/CharacterNarrativeAggregate.cs | Assets/Scripts/Services/Character/CharacterNarrativeContracts.cs | Assets/Scripts/Services/Character/CharacterNarrativeRuntime.cs
BalanceAttributionResult,class,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs,26,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BalanceAttributionResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:55:BalanceAttribution.Attribute | Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:113:BalanceAttribution.BalanceAttributionResult,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,,
BalanceSccAuditResult,class,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs,350,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BalanceSccAuditResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:371:BalanceSccAuditor.Audit | Assets/Scripts/Services/Economy/V27BalanceAttribution.cs:412:BalanceSccAuditor.BalanceSccAuditResult,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,,
BlueprintResearchCompletedEvent,struct,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs,342,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BlueprintResearchCompletedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",4,Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:901:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:902:BlueprintResearchRuntime.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:929:BlueprintResearchRuntime.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:930:BlueprintResearchRuntime.BlueprintResearchCompletedEvent,2,7,,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,Assets/Scripts/Views/Buildings/UI/UIBuildingSelectButton.cs | Assets/Scripts/Views/FacilityEvolution/UI/FacilityEvolutionPanel.cs | Assets/Scripts/Views/Synthesis/UI/FacilitySynthesisPanel.cs,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs | Assets/Scripts/Services/Infrastructure/DungeonSpaceExpansionRuntime.cs | Assets/Scripts/Services/Meta/MetaRuntimeApplicationAdapter.cs | Assets/Scripts/Views/Buildings/UI/UIBuildingSelectButton.cs,
BlueprintResearchUnlockResult,struct,Assets/Scripts/Models/FacilityShop/Core/BlueprintUnlock.cs,184,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BlueprintResearchUnlockResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",6,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:418:BlueprintResearchService.ApplyCompletion | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:427:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:456:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:458:BlueprintResearchService.ApplyCompletion | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:467:BlueprintResearchService.BlueprintResearchCompletedEvent | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:500:BlueprintResearchService.BlueprintResearchCompletedEvent,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Codex/CodexRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs,
BlueprintResearchWorkResult,struct,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs,270,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BlueprintResearchWorkResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",18,Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:291:BlueprintResearchWorkResult.ForProject | Assets/Scripts/Services/Infrastructure/BlueprintResearchContracts.cs:301:BlueprintResearchWorkResult.BlueprintResearchWorkResult | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:138:BlueprintResearchRuntime.ApplyResearchWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:148:BlueprintResearchRuntime.ApplyApprovedResearchWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:158:BlueprintResearchRuntime.ApplyResearchWorkInternal | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:167:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:191:BlueprintResearchRuntime.ForProject | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:213:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs:240:BlueprintResearchRuntime.<unknown> | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs:93:BlueprintResearchWorkService.ApplyResearchWork | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs:111:BlueprintResearchWorkService.ApplyApprovedResearchWork | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:284:KnowledgeResidueProcessingRuntime.ApplyWork | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:294:KnowledgeResidueProcessingRuntime.ApplyApprovedWork | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:304:KnowledgeResidueProcessingRuntime.ApplyWorkInternal | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:336:KnowledgeResidueProcessingRuntime.KnowledgeResidueProcessingRuntime | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:410:KnowledgeResidueProcessingRuntime.KnowledgeResidueProcessingRuntime | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:1028:KnowledgeResidueProcessingRuntime.Failure | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs:1031:KnowledgeResidueProcessingRuntime.Vector2Int,0,0,,addedProgress | requiredWork | totalProgress,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntime.cs | Assets/Scripts/Services/Infrastructure/BlueprintResearchRuntimeProvider.cs | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs | Assets/Scripts/Services/Infrastructure/ResearchWorkExecutionAdapter.cs,
BossInvasionStartedEvent,struct,Assets/Scripts/Models/Invasion/Core/InvasionThreatSystem.cs,275,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,NonResult,invasion lifecycle start signal; capture the later committed invasion results,NonResult,invasion lifecycle start signal; capture the later committed invasion results,N/A,excluded,invasion lifecycle start signal; capture the later committed invasion results,1,Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs:319:InvasionDirectorRuntime.<unknown>,1,2,intruder,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Invasion/InvasionDirectorRuntime.cs,
BufferAggregationReceipt,struct,Assets/Scripts/Services/Items/BufferStackAggregationService.cs,61,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BufferAggregationReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Items/BufferStackAggregationService.cs:336:BufferStackAggregationService.BufferStackAggregationService | Assets/Scripts/Services/Items/BufferStackAggregationService.cs:557:BufferStackAggregationService.BufferStackAggregationService,0,0,,canonicalQuantity | depositedQuantity | removedPhysicalStackCount,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Items/Diagnostics/PreparedOutputHaulPlannerGateDebugScenarios.cs,
BuildingDestructiveLossResult,struct,Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs,10,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BuildingDestructiveLossResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",4,Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs:50:BuildingDestructiveLossRuntime.Apply | Assets/Scripts/Services/Buildings/BuildingDestructiveLossRuntime.cs:57:BuildingDestructiveLossRuntime.BuildingDestructiveLossRuntime | Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs:1712:RecordingDestructiveLossRuntime.Apply | Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs:1733:RecordingDestructiveLossRuntime.PhysicalMassGrams,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Debugging/DungeonDebugCommandProviders.cs | Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs | Assets/Scripts/Services/Grid/Building/GridBuildingRuntime.cs,
BuildingFeatureCommandResult,struct,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,55,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BuildingFeatureCommandResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",15,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:353:BuildingFeatureCommandService.InspectRoom | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:362:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:366:BuildingFeatureCommandService.DesignateResidentEvacuationRoom | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:375:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:379:BuildingFeatureCommandService.ClearResidentEvacuationRoom | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:384:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:388:BuildingFeatureCommandService.ToggleSynthesisMaterial | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:396:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:402:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:407:BuildingFeatureCommandService.ExecuteSynthesis | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:414:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:422:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:426:BuildingFeatureCommandService.ExecuteEvolution | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:434:BuildingFeatureCommandService.BuildingFeatureCommandService | Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs:443:BuildingFeatureCommandService.BuildingFeatureCommandService,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,Assets/Scripts/Views/UI/BuildingFeatureSurfacePresenter.cs,
BuildingRetailPurchaseCommitResult,class,Assets/Scripts/Models/Buildings/Core/BuildingVisitorPorts.cs,334,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BuildingRetailPurchaseCommitResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Buildings/ShopCustomerInteractionService.cs:371:ShopCustomerInteractionService.BuildingRetailPurchaseCommitResult,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Models/Buildings/Core/BuildingVisitorPorts.cs,
BuildingStateModuleRestoreResult,class,Assets/Scripts/Services/Buildings/BuildingStateModule.cs,129,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BuildingStateModuleRestoreResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Buildings/BuildingStateModule.cs:179:BuildingStateModulePersistence.Restore | Assets/Scripts/Services/Buildings/BuildingStateModule.cs:184:BuildingStateModulePersistence.BuildingCraftsmanshipStateModule,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/FacilityEvolution/FacilityRelocationWorldService.cs,
BuildingStructuralDamageResult,struct,Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs,40,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"BuildingStructuralDamageResult is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",8,Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:228:BuildingStructuralIntegrity.ApplyDamage | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:236:BuildingStructuralIntegrity.BuildingStructuralDamageResult | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:256:BuildingStructuralIntegrity.BuildingStructuralDamageResult | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:416:BuildingStructuralIntegrityRuntime.ApplyDamage | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:425:BuildingStructuralIntegrityRuntime.BuildingStructuralIntegrityRuntime | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:442:BuildingStructuralIntegrityRuntime.BuildingStructuralIntegrityRuntime | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:455:BuildingStructuralIntegrityRuntime.BuildingStructuralIntegrityRuntime | Assets/Scripts/Services/Buildings/BuildingStructuralIntegrityRuntime.cs:472:BuildingStructuralIntegrityRuntime.BuildingStructuralIntegritySnapshot,0,0,,damage,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Services/Economy/Diagnostics/ProductionOutputDestinationLifecycleDebugScenarios.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Invasion/DefenseBreachRuntimeAdapter.cs | Assets/Scripts/Services/Invasion/InvasionIntruderExecutionCoordinator.cs,
CanonicalProductionOutputResolution,class,Assets/Scripts/Models/Economy/Content/CanonicalProductionOutputResolver.cs,5,pre-existing-runtime-candidate,1,작업·생산·품질·연구·건설·수리,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CanonicalProductionOutputResolution is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",4,Assets/Scripts/Models/Economy/Content/CanonicalProductionOutputResolver.cs:116:CanonicalProductionOutputResolver.Resolve | Assets/Scripts/Models/Economy/Content/CanonicalProductionOutputResolver.cs:132:CanonicalProductionOutputResolver.Resolve | Assets/Scripts/Models/Economy/Content/CanonicalProductionOutputResolver.cs:150:CanonicalProductionOutputResolver.Resolve | Assets/Scripts/Models/Economy/Content/CanonicalProductionOutputResolver.cs:287:CanonicalProductionOutputResolver.CanonicalProductionOutputResolver,0,0,combinedOutputFactor,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,BlueprintResearchSaveSection | ModularFacilityWorldSaveSection | ProductionBillsSaveSection | ProductionPreparedOutputRoutingSaveSection | WorkOrdersSaveSection,,Assets/Scripts/Models/Economy/Content/WorldResourceRuntime.cs | Assets/Scripts/Services/Economy/ProductionPreparedOutputExecutionAdapter.cs,
CaptiveEscapedEvent,struct,Assets/Scripts/Models/Captivity/Core/CaptivityInteractionContracts.cs,187,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CaptiveEscapedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Services/Captivity/CaptivityEscapeRuntime.cs:303:PendingInvasionEscape.PendingInvasionEscape | Assets/Scripts/Services/Captivity/CaptivityRuntime.cs:1380:CaptivityRuntime.<unknown> | Assets/Scripts/Services/Captivity/CaptivityRuntime.cs:1721:CaptivityRuntime.CharacterId,3,1,captiveId,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Captivity/CaptivityRuntime.cs,
CaptivePerformerMilestoneEvent,struct,Assets/Scripts/Models/Captivity/Core/CaptivityInteractionContracts.cs,151,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"CaptivePerformerMilestoneEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",3,Assets/Scripts/Models/Captivity/Core/CaptivityPerformerRuntime.cs:200:CaptivityPerformerRuntime.CaptivityPerformerRuntime | Assets/Scripts/Services/Captivity/CaptivityUnityEffectsAdapter.cs:41:CaptivityUnityEffectsAdapter.CaptivityUnityEffectsAdapter | Assets/Scripts/Services/Infrastructure/Core/Captivity/CaptivityPerformerDefaultPort.cs:26:CaptivityPerformerDefaultPort.CaptivityPerformerDefaultPort,3,0,captiveId,,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,,
